t;vs;xq;vq
 0.000; 0.000; 0.000000; 0.00000000000000E+000
 0.001; 0.000; 0.000000; 0.00000000000000E+000
 0.002; 0.000; 0.000000; 0.00000000000000E+000
 0.003; 0.000; 0.000000; 1.09000000000000E-010
 0.004; 0.000; 0.000000; 4.35989100000000E-010
 0.005; 0.000; 0.000001; 1.08994528723200E-009
 0.006; 0.000; 0.000001; 2.17983522343466E-009
 0.007; 0.000; 0.000001; 3.81461403217105E-009
 0.008; 0.000; 0.000002; 6.10322508618986E-009
 0.009; 0.001; 0.000002; 9.15459979483053E-009
 0.010; 0.001; 0.000002; 1.30776573914727E-008
 0.011; 0.001; 0.000003; 1.79813047210305E-008
 0.012; 0.001; 0.000004; 2.39744360274914E-008
 0.013; 0.001; 0.000004; 3.11659327415019E-008
 0.014; 0.001; 0.000005; 3.96646632679975E-008
 0.015; 0.001; 0.000006; 4.95794827738804E-008
 0.016; 0.001; 0.000007; 6.10192329757433E-008
 0.017; 0.001; 0.000008; 7.40927419276409E-008
 0.018; 0.001; 0.000008; 8.89088238089082E-008
 0.019; 0.001; 0.000009; 1.05576278712028E-007
 0.020; 0.001; 0.000011; 1.24203892430545E-007
 0.021; 0.001; 0.000012; 1.44900436247031E-007
 0.022; 0.001; 0.000013; 1.67774666721098E-007
 0.023; 0.001; 0.000014; 1.92935325477463E-007
 0.024; 0.001; 0.000015; 2.20491138994055E-007
 0.025; 0.001; 0.000017; 2.50550818390188E-007
 0.026; 0.001; 0.000018; 2.83223059214766E-007
 0.027; 0.002; 0.000019; 3.18616541234555E-007
 0.028; 0.002; 0.000021; 3.56839928222501E-007
 0.029; 0.002; 0.000023; 3.98001867746094E-007
 0.030; 0.002; 0.000024; 4.42210990955796E-007
 0.031; 0.002; 0.000026; 4.89575912373512E-007
 0.032; 0.002; 0.000028; 5.40205229681122E-007
 0.033; 0.002; 0.000029; 5.94207523509061E-007
 0.034; 0.002; 0.000031; 6.51691357224957E-007
 0.035; 0.002; 0.000033; 7.12765276722320E-007
 0.036; 0.002; 0.000035; 7.77537810209290E-007
 0.037; 0.002; 0.000037; 8.46117467997439E-007
 0.038; 0.002; 0.000039; 9.18612742290625E-007
 0.039; 0.002; 0.000041; 9.95132106973910E-007
 0.040; 0.002; 0.000043; 1.07578401740253E-006
 0.041; 0.002; 0.000046; 1.16067691019091E-006
 0.042; 0.002; 0.000048; 1.24991920300176E-006
 0.043; 0.002; 0.000050; 1.34361929433524E-006
 0.044; 0.002; 0.000053; 1.44188556331811E-006
 0.045; 0.003; 0.000055; 1.54482636949303E-006
 0.046; 0.003; 0.000057; 1.65255005260785E-006
 0.047; 0.003; 0.000060; 1.76516493240503E-006
 0.048; 0.003; 0.000063; 1.88277930841102E-006
 0.049; 0.003; 0.000065; 2.00550145972581E-006
 0.050; 0.003; 0.000068; 2.13343964481247E-006
 0.051; 0.003; 0.000071; 2.26670210128676E-006
 0.052; 0.003; 0.000074; 2.40539704570682E-006
 0.053; 0.003; 0.000077; 2.54963267336291E-006
 0.054; 0.003; 0.000079; 2.69951715806723E-006
 0.055; 0.003; 0.000082; 2.85515865194378E-006
 0.056; 0.003; 0.000086; 3.01666528521827E-006
 0.057; 0.003; 0.000089; 3.18414516600816E-006
 0.058; 0.003; 0.000092; 3.35770638011269E-006
 0.059; 0.003; 0.000095; 3.53745699080299E-006
 0.060; 0.003; 0.000098; 3.72350503861230E-006
 0.061; 0.003; 0.000102; 3.91595854112621E-006
 0.062; 0.003; 0.000105; 4.11492549277299E-006
 0.063; 0.004; 0.000108; 4.32051386461394E-006
 0.064; 0.004; 0.000112; 4.53283160413390E-006
 0.065; 0.004; 0.000115; 4.75198663503169E-006
 0.066; 0.004; 0.000119; 4.97808685701080E-006
 0.067; 0.004; 0.000123; 5.21124014556992E-006
 0.068; 0.004; 0.000126; 5.45155435179378E-006
 0.069; 0.004; 0.000130; 5.69913730214385E-006
 0.070; 0.004; 0.000134; 5.95409679824924E-006
 0.071; 0.004; 0.000138; 6.21654061669764E-006
 0.072; 0.004; 0.000142; 6.48657650882628E-006
 0.073; 0.004; 0.000146; 6.76431220051301E-006
 0.074; 0.004; 0.000150; 7.04985539196747E-006
 0.075; 0.004; 0.000154; 7.34331375752224E-006
 0.076; 0.004; 0.000158; 7.64479494542417E-006
 0.077; 0.004; 0.000162; 7.95440657762573E-006
 0.078; 0.004; 0.000167; 8.27225624957638E-006
 0.079; 0.004; 0.000171; 8.59845153001413E-006
 0.080; 0.004; 0.000175; 8.93309996075707E-006
 0.081; 0.005; 0.000180; 9.27630905649504E-006
 0.082; 0.005; 0.000184; 9.62818630458131E-006
 0.083; 0.005; 0.000189; 9.98883916482441E-006
 0.084; 0.005; 0.000193; 1.03583750692799E-005
 0.085; 0.005; 0.000198; 1.07369014220426E-005
 0.086; 0.005; 0.000203; 1.11245255990381E-005
 0.087; 0.005; 0.000208; 1.15213549478153E-005
 0.088; 0.005; 0.000212; 1.19274967873384E-005
 0.089; 0.005; 0.000217; 1.23430584077791E-005
 0.090; 0.005; 0.000222; 1.27681470703091E-005
 0.091; 0.005; 0.000227; 1.32028700068923E-005
 0.092; 0.005; 0.000232; 1.36473344200772E-005
 0.093; 0.005; 0.000237; 1.41016474827899E-005
 0.094; 0.005; 0.000243; 1.45659163381262E-005
 0.095; 0.005; 0.000248; 1.50402480991445E-005
 0.096; 0.005; 0.000253; 1.55247498486589E-005
 0.097; 0.005; 0.000258; 1.60195286390316E-005
 0.098; 0.005; 0.000264; 1.65246914919661E-005
 0.099; 0.006; 0.000269; 1.70403453983000E-005
 0.100; 0.006; 0.000275; 1.75665973177987E-005
 0.101; 0.006; 0.000280; 1.81035541789477E-005
 0.102; 0.006; 0.000286; 1.86513228787466E-005
 0.103; 0.006; 0.000291; 1.92100102825023E-005
 0.104; 0.006; 0.000297; 1.97797232236221E-005
 0.105; 0.006; 0.000303; 2.03605685034076E-005
 0.106; 0.006; 0.000309; 2.09526528908482E-005
 0.107; 0.006; 0.000314; 2.15560831224146E-005
 0.108; 0.006; 0.000320; 2.21709659018529E-005
 0.109; 0.006; 0.000326; 2.27974078999782E-005
 0.110; 0.006; 0.000332; 2.34355157544686E-005
 0.111; 0.006; 0.000339; 2.40853960696592E-005
 0.112; 0.006; 0.000345; 2.47471554163364E-005
 0.113; 0.006; 0.000351; 2.54209003315318E-005
 0.114; 0.006; 0.000357; 2.61067373183168E-005
 0.115; 0.006; 0.000363; 2.68047728455966E-005
 0.116; 0.006; 0.000370; 2.75151133479051E-005
 0.117; 0.007; 0.000376; 2.82378652251991E-005
 0.118; 0.007; 0.000383; 2.89731348426529E-005
 0.119; 0.007; 0.000389; 2.97210285304534E-005
 0.120; 0.007; 0.000396; 3.04816525835946E-005
 0.121; 0.007; 0.000402; 3.12551132616725E-005
 0.122; 0.007; 0.000409; 3.20415167886802E-005
 0.123; 0.007; 0.000416; 3.28409693528030E-005
 0.124; 0.007; 0.000423; 3.36535771062134E-005
 0.125; 0.007; 0.000430; 3.44794461648666E-005
 0.126; 0.007; 0.000436; 3.53186826082957E-005
 0.127; 0.007; 0.000443; 3.61713924794071E-005
 0.128; 0.007; 0.000450; 3.70376817842760E-005
 0.129; 0.007; 0.000457; 3.79176564919425E-005
 0.130; 0.007; 0.000465; 3.88114225342065E-005
 0.131; 0.007; 0.000472; 3.97190858054242E-005
 0.132; 0.007; 0.000479; 4.06407521623038E-005
 0.133; 0.007; 0.000486; 4.15765274237014E-005
 0.134; 0.007; 0.000494; 4.25265173704171E-005
 0.135; 0.008; 0.000501; 4.34908277449913E-005
 0.136; 0.008; 0.000509; 4.44695642515010E-005
 0.137; 0.008; 0.000516; 4.54628325553560E-005
 0.138; 0.008; 0.000524; 4.64707382830956E-005
 0.139; 0.008; 0.000531; 4.74933870221848E-005
 0.140; 0.008; 0.000539; 4.85308843208117E-005
 0.141; 0.008; 0.000547; 4.95833356876834E-005
 0.142; 0.008; 0.000554; 5.06508465918234E-005
 0.143; 0.008; 0.000562; 5.17335224623683E-005
 0.144; 0.008; 0.000570; 5.28314686883651E-005
 0.145; 0.008; 0.000578; 5.39447906185683E-005
 0.146; 0.008; 0.000586; 5.50735935612369E-005
 0.147; 0.008; 0.000594; 5.62179827839320E-005
 0.148; 0.008; 0.000602; 5.73780635133143E-005
 0.149; 0.008; 0.000610; 5.85539409349415E-005
 0.150; 0.008; 0.000619; 5.97457201930658E-005
 0.151; 0.008; 0.000627; 6.09535063904322E-005
 0.152; 0.008; 0.000635; 6.21774045880759E-005
 0.153; 0.009; 0.000644; 6.34175198051203E-005
 0.154; 0.009; 0.000652; 6.46739570185752E-005
 0.155; 0.009; 0.000661; 6.59468211631348E-005
 0.156; 0.009; 0.000669; 6.72362171309764E-005
 0.157; 0.009; 0.000678; 6.85422497715580E-005
 0.158; 0.009; 0.000686; 6.98650238914176E-005
 0.159; 0.009; 0.000695; 7.12046442539711E-005
 0.160; 0.009; 0.000704; 7.25612155793115E-005
 0.161; 0.009; 0.000713; 7.39348425440073E-005
 0.162; 0.009; 0.000722; 7.53256297809017E-005
 0.163; 0.009; 0.000730; 7.67336818789114E-005
 0.164; 0.009; 0.000739; 7.81591033828256E-005
 0.165; 0.009; 0.000748; 7.96019987931055E-005
 0.166; 0.009; 0.000758; 8.10624725656837E-005
 0.167; 0.009; 0.000767; 8.25406291117629E-005
 0.168; 0.009; 0.000776; 8.40365727976163E-005
 0.169; 0.009; 0.000785; 8.55504079443868E-005
 0.170; 0.009; 0.000794; 8.70822388278869E-005
 0.171; 0.010; 0.000804; 8.86321696783981E-005
 0.172; 0.010; 0.000813; 9.02003046804718E-005
 0.173; 0.010; 0.000823; 9.17867479727283E-005
 0.174; 0.010; 0.000832; 9.33916036476579E-005
 0.175; 0.010; 0.000842; 9.50149757514204E-005
 0.176; 0.010; 0.000851; 9.66569682836462E-005
 0.177; 0.010; 0.000861; 9.83176851972363E-005
 0.178; 0.010; 0.000871; 9.99972303981633E-005
 0.179; 0.010; 0.000881; 1.01695707745272E-004
 0.180; 0.010; 0.000890; 1.03413221050080E-004
 0.181; 0.010; 0.000900; 1.05149874076578E-004
 0.182; 0.010; 0.000910; 1.06905770541035E-004
 0.183; 0.010; 0.000920; 1.08681014111792E-004
 0.184; 0.010; 0.000930; 1.10475708409070E-004
 0.185; 0.010; 0.000940; 1.12289957004769E-004
 0.186; 0.010; 0.000951; 1.14123863422268E-004
 0.187; 0.010; 0.000961; 1.15977531136230E-004
 0.188; 0.010; 0.000971; 1.17851063572400E-004
 0.189; 0.011; 0.000981; 1.19744564107411E-004
 0.190; 0.011; 0.000992; 1.21658136068581E-004
 0.191; 0.011; 0.001002; 1.23591882733721E-004
 0.192; 0.011; 0.001013; 1.25545907330931E-004
 0.193; 0.011; 0.001023; 1.27520313038407E-004
 0.194; 0.011; 0.001034; 1.29515202984243E-004
 0.195; 0.011; 0.001045; 1.31530680246230E-004
 0.196; 0.011; 0.001055; 1.33566847851662E-004
 0.197; 0.011; 0.001066; 1.35623808777139E-004
 0.198; 0.011; 0.001077; 1.37701665948368E-004
 0.199; 0.011; 0.001088; 1.39800522239967E-004
 0.200; 0.011; 0.001099; 1.41920480475269E-004
 0.201; 0.011; 0.001110; 1.44061643426122E-004
 0.202; 0.011; 0.001121; 1.46224113812697E-004
 0.203; 0.011; 0.001132; 1.48407994303290E-004
 0.204; 0.011; 0.001143; 1.50613387514122E-004
 0.205; 0.011; 0.001154; 1.52840396009148E-004
 0.206; 0.011; 0.001165; 1.55089122299858E-004
 0.207; 0.012; 0.001176; 1.57359668845082E-004
 0.208; 0.012; 0.001188; 1.59652138050794E-004
 0.209; 0.012; 0.001199; 1.61966632269915E-004
 0.210; 0.012; 0.001211; 1.64303253802119E-004
 0.211; 0.012; 0.001222; 1.66662104893638E-004
 0.212; 0.012; 0.001234; 1.69043287737063E-004
 0.213; 0.012; 0.001245; 1.71446904471154E-004
 0.214; 0.012; 0.001257; 1.73873057180642E-004
 0.215; 0.012; 0.001269; 1.76321847896031E-004
 0.216; 0.012; 0.001280; 1.78793378593411E-004
 0.217; 0.012; 0.001292; 1.81287751194256E-004
 0.218; 0.012; 0.001304; 1.83805067565232E-004
 0.219; 0.012; 0.001316; 1.86345429518003E-004
 0.220; 0.012; 0.001328; 1.88908938809036E-004
 0.221; 0.012; 0.001340; 1.91495697139407E-004
 0.222; 0.012; 0.001352; 1.94105806154607E-004
 0.223; 0.012; 0.001364; 1.96739367444348E-004
 0.224; 0.012; 0.001377; 1.99396482542368E-004
 0.225; 0.013; 0.001389; 2.02077252926240E-004
 0.226; 0.013; 0.001401; 2.04781780017174E-004
 0.227; 0.013; 0.001413; 2.07510165179829E-004
 0.228; 0.013; 0.001426; 2.10262509722116E-004
 0.229; 0.013; 0.001438; 2.13038914895004E-004
 0.230; 0.013; 0.001451; 2.15839481892331E-004
 0.231; 0.013; 0.001463; 2.18664311850606E-004
 0.232; 0.013; 0.001476; 2.21513505848823E-004
 0.233; 0.013; 0.001489; 2.24387164908260E-004
 0.234; 0.013; 0.001501; 2.27285389992293E-004
 0.235; 0.013; 0.001514; 2.30208282006199E-004
 0.236; 0.013; 0.001527; 2.33155941796969E-004
 0.237; 0.013; 0.001540; 2.36128470153111E-004
 0.238; 0.013; 0.001553; 2.39125967804459E-004
 0.239; 0.013; 0.001566; 2.42148535421984E-004
 0.240; 0.013; 0.001579; 2.45196273617598E-004
 0.241; 0.013; 0.001592; 2.48269282943966E-004
 0.242; 0.013; 0.001605; 2.51367663894313E-004
 0.243; 0.014; 0.001618; 2.54491516902231E-004
 0.244; 0.014; 0.001631; 2.57640942341492E-004
 0.245; 0.014; 0.001645; 2.60816040525853E-004
 0.246; 0.014; 0.001658; 2.64016911708867E-004
 0.247; 0.014; 0.001671; 2.67243656083691E-004
 0.248; 0.014; 0.001685; 2.70496373782897E-004
 0.249; 0.014; 0.001698; 2.73775164878279E-004
 0.250; 0.014; 0.001712; 2.77080129380667E-004
 0.251; 0.014; 0.001726; 2.80411367239730E-004
 0.252; 0.014; 0.001739; 2.83768978343794E-004
 0.253; 0.014; 0.001753; 2.87153062519646E-004
 0.254; 0.014; 0.001767; 2.90563719532344E-004
 0.255; 0.014; 0.001781; 2.94001049085032E-004
 0.256; 0.014; 0.001794; 2.97465150818747E-004
 0.257; 0.014; 0.001808; 3.00956124312230E-004
 0.258; 0.014; 0.001822; 3.04474069081738E-004
 0.259; 0.014; 0.001836; 3.08019084580854E-004
 0.260; 0.014; 0.001850; 3.11591270200296E-004
 0.261; 0.015; 0.001865; 3.15190725267732E-004
 0.262; 0.015; 0.001879; 3.18817549047589E-004
 0.263; 0.015; 0.001893; 3.22471840740865E-004
 0.264; 0.015; 0.001907; 3.26153699484941E-004
 0.265; 0.015; 0.001922; 3.29863224353390E-004
 0.266; 0.015; 0.001936; 3.33600514355795E-004
 0.267; 0.015; 0.001950; 3.37365668437553E-004
 0.268; 0.015; 0.001965; 3.41158785479693E-004
 0.269; 0.015; 0.001980; 3.44979964298688E-004
 0.270; 0.015; 0.001994; 3.48829303646264E-004
 0.271; 0.015; 0.002009; 3.52706902209216E-004
 0.272; 0.015; 0.002023; 3.56612858609217E-004
 0.273; 0.015; 0.002038; 3.60547271402636E-004
 0.274; 0.015; 0.002053; 3.64510239080347E-004
 0.275; 0.015; 0.002068; 3.68501860067544E-004
 0.276; 0.015; 0.002083; 3.72522232723553E-004
 0.277; 0.015; 0.002098; 3.76571455341647E-004
 0.278; 0.015; 0.002113; 3.80649626148858E-004
 0.279; 0.016; 0.002128; 3.84756843305794E-004
 0.280; 0.016; 0.002143; 3.88893204906447E-004
 0.281; 0.016; 0.002158; 3.93058808978014E-004
 0.282; 0.016; 0.002173; 3.97253753480705E-004
 0.283; 0.016; 0.002189; 4.01478136307563E-004
 0.284; 0.016; 0.002204; 4.05732055284274E-004
 0.285; 0.016; 0.002219; 4.10015608168984E-004
 0.286; 0.016; 0.002235; 4.14328892652113E-004
 0.287; 0.016; 0.002250; 4.18672006356171E-004
 0.288; 0.016; 0.002266; 4.23045046835570E-004
 0.289; 0.016; 0.002281; 4.27448111576445E-004
 0.290; 0.016; 0.002297; 4.31881297996465E-004
 0.291; 0.016; 0.002313; 4.36344703444647E-004
 0.292; 0.016; 0.002328; 4.40838425201178E-004
 0.293; 0.016; 0.002344; 4.45362560477225E-004
 0.294; 0.016; 0.002360; 4.49917206414754E-004
 0.295; 0.016; 0.002376; 4.54502460086346E-004
 0.296; 0.016; 0.002392; 4.59118418495011E-004
 0.297; 0.017; 0.002408; 4.63765178574009E-004
 0.298; 0.017; 0.002424; 4.68442837186662E-004
 0.299; 0.017; 0.002440; 4.73151491126174E-004
 0.300; 0.017; 0.002456; 4.77891237115445E-004
 0.301; 0.017; 0.002472; 4.82662171806891E-004
 0.302; 0.017; 0.002488; 4.87464391782261E-004
 0.303; 0.017; 0.002505; 4.92297993552452E-004
 0.304; 0.017; 0.002521; 4.97163073557330E-004
 0.305; 0.017; 0.002537; 5.02059728165544E-004
 0.306; 0.017; 0.002554; 5.06988053674347E-004
 0.307; 0.017; 0.002570; 5.11948146309412E-004
 0.308; 0.017; 0.002587; 5.16940102224652E-004
 0.309; 0.017; 0.002604; 5.21964017502038E-004
 0.310; 0.017; 0.002620; 5.27019988151416E-004
 0.311; 0.017; 0.002637; 5.32108110110326E-004
 0.312; 0.017; 0.002654; 5.37228479243824E-004
 0.313; 0.017; 0.002670; 5.42381191344296E-004
 0.314; 0.017; 0.002687; 5.47566342131282E-004
 0.315; 0.018; 0.002704; 5.52784027251291E-004
 0.316; 0.018; 0.002721; 5.58034342277626E-004
 0.317; 0.018; 0.002738; 5.63317382710196E-004
 0.318; 0.018; 0.002755; 5.68633243975344E-004
 0.319; 0.018; 0.002772; 5.73982021425660E-004
 0.320; 0.018; 0.002789; 5.79363810339807E-004
 0.321; 0.018; 0.002807; 5.84778705922336E-004
 0.322; 0.018; 0.002824; 5.90226803303510E-004
 0.323; 0.018; 0.002841; 5.95708197539126E-004
 0.324; 0.018; 0.002859; 6.01222983610330E-004
 0.325; 0.018; 0.002876; 6.06771256423444E-004
 0.326; 0.018; 0.002893; 6.12353110809782E-004
 0.327; 0.018; 0.002911; 6.17968641525477E-004
 0.328; 0.018; 0.002928; 6.23617943251296E-004
 0.329; 0.018; 0.002946; 6.29301110592468E-004
 0.330; 0.018; 0.002964; 6.35018238078502E-004
 0.331; 0.018; 0.002981; 6.40769420163008E-004
 0.332; 0.018; 0.002999; 6.46554751223522E-004
 0.333; 0.019; 0.003017; 6.52374325561328E-004
 0.334; 0.019; 0.003035; 6.58228237401278E-004
 0.335; 0.019; 0.003053; 6.64116580891618E-004
 0.336; 0.019; 0.003071; 6.70039450103806E-004
 0.337; 0.019; 0.003089; 6.75996939032342E-004
 0.338; 0.019; 0.003107; 6.81989141594584E-004
 0.339; 0.019; 0.003125; 6.88016151630575E-004
 0.340; 0.019; 0.003143; 6.94078062902867E-004
 0.341; 0.019; 0.003161; 7.00174969096342E-004
 0.342; 0.019; 0.003179; 7.06306963818039E-004
 0.343; 0.019; 0.003198; 7.12474140596973E-004
 0.344; 0.019; 0.003216; 7.18676592883967E-004
 0.345; 0.019; 0.003234; 7.24914414051469E-004
 0.346; 0.019; 0.003253; 7.31187697393378E-004
 0.347; 0.019; 0.003271; 7.37496536124873E-004
 0.348; 0.019; 0.003290; 7.43841023382232E-004
 0.349; 0.019; 0.003308; 7.50221252222662E-004
 0.350; 0.019; 0.003327; 7.56637315624120E-004
 0.351; 0.020; 0.003346; 7.63089306485140E-004
 0.352; 0.020; 0.003364; 7.69577317624662E-004
 0.353; 0.020; 0.003383; 7.76101441781850E-004
 0.354; 0.020; 0.003402; 7.82661771615925E-004
 0.355; 0.020; 0.003421; 7.89258399705988E-004
 0.356; 0.020; 0.003440; 7.95891418550847E-004
 0.357; 0.020; 0.003459; 8.02560920568840E-004
 0.358; 0.020; 0.003478; 8.09266998097669E-004
 0.359; 0.020; 0.003497; 8.16009743394218E-004
 0.360; 0.020; 0.003516; 8.22789248634388E-004
 0.361; 0.020; 0.003535; 8.29605605912917E-004
 0.362; 0.020; 0.003555; 8.36458907243212E-004
 0.363; 0.020; 0.003574; 8.43349244557175E-004
 0.364; 0.020; 0.003593; 8.50276709705031E-004
 0.365; 0.020; 0.003612; 8.57241394455155E-004
 0.366; 0.020; 0.003632; 8.64243390493899E-004
 0.367; 0.020; 0.003651; 8.71282789425423E-004
 0.368; 0.020; 0.003671; 8.78359682771522E-004
 0.369; 0.021; 0.003690; 8.85474161971453E-004
 0.370; 0.021; 0.003710; 8.92626318381767E-004
 0.371; 0.021; 0.003730; 8.99816243276134E-004
 0.372; 0.021; 0.003749; 9.07044027845175E-004
 0.373; 0.021; 0.003769; 9.14309763196290E-004
 0.374; 0.021; 0.003789; 9.21613540353487E-004
 0.375; 0.021; 0.003809; 9.28955450257213E-004
 0.376; 0.021; 0.003829; 9.36335583764182E-004
 0.377; 0.021; 0.003849; 9.43754031647207E-004
 0.378; 0.021; 0.003869; 9.51210884595029E-004
 0.379; 0.021; 0.003889; 9.58706233212145E-004
 0.380; 0.021; 0.003909; 9.66240168018645E-004
 0.381; 0.021; 0.003929; 9.73812779450034E-004
 0.382; 0.021; 0.003949; 9.81424157857070E-004
 0.383; 0.021; 0.003969; 9.89074393505593E-004
 0.384; 0.021; 0.003990; 9.96763576576353E-004
 0.385; 0.021; 0.004010; 1.00449179716485E-003
 0.386; 0.021; 0.004030; 1.01225914528114E-003
 0.387; 0.022; 0.004051; 1.02006571084972E-003
 0.388; 0.022; 0.004071; 1.02791158370930E-003
 0.389; 0.022; 0.004092; 1.03579685361267E-003
 0.390; 0.022; 0.004112; 1.04372161022652E-003
 0.391; 0.022; 0.004133; 1.05168594313128E-003
 0.392; 0.022; 0.004154; 1.05968994182095E-003
 0.393; 0.022; 0.004175; 1.06773369570294E-003
 0.394; 0.022; 0.004195; 1.07581729409787E-003
 0.395; 0.022; 0.004216; 1.08394082623945E-003
 0.396; 0.022; 0.004237; 1.09210438127428E-003
 0.397; 0.022; 0.004258; 1.10030804826171E-003
 0.398; 0.022; 0.004279; 1.10855191617364E-003
 0.399; 0.022; 0.004300; 1.11683607389440E-003
 0.400; 0.022; 0.004321; 1.12516061022052E-003
 0.401; 0.022; 0.004342; 1.13352561386063E-003
 0.402; 0.022; 0.004363; 1.14193117343526E-003
 0.403; 0.022; 0.004384; 1.15037737747668E-003
 0.404; 0.022; 0.004406; 1.15886431442873E-003
 0.405; 0.023; 0.004427; 1.16739207264667E-003
 0.406; 0.023; 0.004448; 1.17596074039701E-003
 0.407; 0.023; 0.004470; 1.18457040585732E-003
 0.408; 0.023; 0.004491; 1.19322115711611E-003
 0.409; 0.023; 0.004512; 1.20191308217265E-003
 0.410; 0.023; 0.004534; 1.21064626893676E-003
 0.411; 0.023; 0.004556; 1.21942080522874E-003
 0.412; 0.023; 0.004577; 1.22823677877910E-003
 0.413; 0.023; 0.004599; 1.23709427722849E-003
 0.414; 0.023; 0.004620; 1.24599338812748E-003
 0.415; 0.023; 0.004642; 1.25493419893640E-003
 0.416; 0.023; 0.004664; 1.26391679702521E-003
 0.417; 0.023; 0.004686; 1.27294126967332E-003
 0.418; 0.023; 0.004708; 1.28200770406941E-003
 0.419; 0.023; 0.004730; 1.29111618731128E-003
 0.420; 0.023; 0.004752; 1.30026680640572E-003
 0.421; 0.023; 0.004774; 1.30945964826829E-003
 0.422; 0.023; 0.004796; 1.31869479972319E-003
 0.423; 0.024; 0.004818; 1.32797234750313E-003
 0.424; 0.024; 0.004840; 1.33729237824908E-003
 0.425; 0.024; 0.004862; 1.34665497851022E-003
 0.426; 0.024; 0.004885; 1.35606023474368E-003
 0.427; 0.024; 0.004907; 1.36550823331446E-003
 0.428; 0.024; 0.004929; 1.37499906049519E-003
 0.429; 0.024; 0.004952; 1.38453280246605E-003
 0.430; 0.024; 0.004974; 1.39410954531456E-003
 0.431; 0.024; 0.004997; 1.40372937503543E-003
 0.432; 0.024; 0.005019; 1.41339237753040E-003
 0.433; 0.024; 0.005042; 1.42309863860808E-003
 0.434; 0.024; 0.005064; 1.43284824398381E-003
 0.435; 0.024; 0.005087; 1.44264127927947E-003
 0.436; 0.024; 0.005110; 1.45247783002335E-003
 0.437; 0.024; 0.005133; 1.46235798164997E-003
 0.438; 0.024; 0.005155; 1.47228181949992E-003
 0.439; 0.024; 0.005178; 1.48224942881972E-003
 0.440; 0.024; 0.005201; 1.49226089476167E-003
 0.441; 0.025; 0.005224; 1.50231630238364E-003
 0.442; 0.025; 0.005247; 1.51241573664897E-003
 0.443; 0.025; 0.005270; 1.52255928242629E-003
 0.444; 0.025; 0.005293; 1.53274702448936E-003
 0.445; 0.025; 0.005316; 1.54297904751691E-003
 0.446; 0.025; 0.005340; 1.55325543609249E-003
 0.447; 0.025; 0.005363; 1.56357627470432E-003
 0.448; 0.025; 0.005386; 1.57394164774513E-003
 0.449; 0.025; 0.005409; 1.58435163951199E-003
 0.450; 0.025; 0.005433; 1.59480633420615E-003
 0.451; 0.025; 0.005456; 1.60530581593293E-003
 0.452; 0.025; 0.005480; 1.61585016870151E-003
 0.453; 0.025; 0.005503; 1.62643947642479E-003
 0.454; 0.025; 0.005527; 1.63707382291928E-003
 0.455; 0.025; 0.005550; 1.64775329190487E-003
 0.456; 0.025; 0.005574; 1.65847796700471E-003
 0.457; 0.025; 0.005597; 1.66924793174509E-003
 0.458; 0.025; 0.005621; 1.68006326955522E-003
 0.459; 0.026; 0.005645; 1.69092406376712E-003
 0.460; 0.026; 0.005669; 1.70183039761548E-003
 0.461; 0.026; 0.005693; 1.71278235423743E-003
 0.462; 0.026; 0.005717; 1.72378001667248E-003
 0.463; 0.026; 0.005740; 1.73482346786231E-003
 0.464; 0.026; 0.005764; 1.74591279065063E-003
 0.465; 0.026; 0.005788; 1.75704806778302E-003
 0.466; 0.026; 0.005813; 1.76822938190681E-003
 0.467; 0.026; 0.005837; 1.77945681557087E-003
 0.468; 0.026; 0.005861; 1.79073045122552E-003
 0.469; 0.026; 0.005885; 1.80205037122234E-003
 0.470; 0.026; 0.005909; 1.81341665781401E-003
 0.471; 0.026; 0.005934; 1.82482939315419E-003
 0.472; 0.026; 0.005958; 1.83628865929735E-003
 0.473; 0.026; 0.005982; 1.84779453819863E-003
 0.474; 0.026; 0.006007; 1.85934711171367E-003
 0.475; 0.026; 0.006031; 1.87094646159848E-003
 0.476; 0.026; 0.006056; 1.88259266950926E-003
 0.477; 0.027; 0.006080; 1.89428581700230E-003
 0.478; 0.027; 0.006105; 1.90602598553376E-003
 0.479; 0.027; 0.006130; 1.91781325645961E-003
 0.480; 0.027; 0.006154; 1.92964771103537E-003
 0.481; 0.027; 0.006179; 1.94152943041607E-003
 0.482; 0.027; 0.006204; 1.95345849565602E-003
 0.483; 0.027; 0.006229; 1.96543498770871E-003
 0.484; 0.027; 0.006253; 1.97745898742662E-003
 0.485; 0.027; 0.006278; 1.98953057556111E-003
 0.486; 0.027; 0.006303; 2.00164983276226E-003
 0.487; 0.027; 0.006328; 2.01381683957870E-003
 0.488; 0.027; 0.006353; 2.02603167645748E-003
 0.489; 0.027; 0.006378; 2.03829442374394E-003
 0.490; 0.027; 0.006404; 2.05060516168152E-003
 0.491; 0.027; 0.006429; 2.06296397041165E-003
 0.492; 0.027; 0.006454; 2.07537092997357E-003
 0.493; 0.027; 0.006479; 2.08782612030423E-003
 0.494; 0.027; 0.006505; 2.10032962123810E-003
 0.495; 0.028; 0.006530; 2.11288151250702E-003
 0.496; 0.028; 0.006555; 2.12548187374009E-003
 0.497; 0.028; 0.006581; 2.13813078446352E-003
 0.498; 0.028; 0.006606; 2.15082832410044E-003
