t;vs;xq;vq
 9.673; 0.167;-0.022968; 1.51675477530466E-001
 9.674; 0.167;-0.022953; 1.51615247617767E-001
 9.675; 0.167;-0.022938; 1.51555053140772E-001
 9.676; 0.167;-0.022922; 1.51494894214109E-001
 9.677; 0.167;-0.022907; 1.51434770952325E-001
 9.678; 0.167;-0.022892; 1.51374683469884E-001
 9.679; 0.167;-0.022877; 1.51314631881171E-001
 9.680; 0.167;-0.022861; 1.51254616300488E-001
 9.681; 0.167;-0.022846; 1.51194636842055E-001
 9.682; 0.167;-0.022830; 1.51134693620011E-001
 9.683; 0.167;-0.022815; 1.51074786748412E-001
 9.684; 0.167;-0.022799; 1.51014916341230E-001
 9.685; 0.167;-0.022784; 1.50955082512358E-001
 9.686; 0.167;-0.022768; 1.50895285375603E-001
 9.687; 0.167;-0.022752; 1.50835525044690E-001
 9.688; 0.167;-0.022736; 1.50775801633260E-001
 9.689; 0.167;-0.022720; 1.50716115254871E-001
 9.690; 0.167;-0.022705; 1.50656466022997E-001
 9.691; 0.167;-0.022689; 1.50596854051028E-001
 9.692; 0.167;-0.022672; 1.50537279452270E-001
 9.693; 0.167;-0.022656; 1.50477742339944E-001
 9.694; 0.167;-0.022640; 1.50418242827187E-001
 9.695; 0.167;-0.022624; 1.50358781027051E-001
 9.696; 0.167;-0.022608; 1.50299357052503E-001
 9.697; 0.167;-0.022591; 1.50239971016423E-001
 9.698; 0.167;-0.022575; 1.50180623031609E-001
 9.699; 0.167;-0.022558; 1.50121313210770E-001
 9.700; 0.167;-0.022542; 1.50062041666531E-001
 9.701; 0.167;-0.022525; 1.50002808511429E-001
 9.702; 0.167;-0.022509; 1.49943613857917E-001
 9.703; 0.167;-0.022492; 1.49884457818361E-001
 9.704; 0.167;-0.022475; 1.49825340505038E-001
 9.705; 0.167;-0.022458; 1.49766262030140E-001
 9.706; 0.167;-0.022441; 1.49707222505771E-001
 9.707; 0.167;-0.022424; 1.49648222043949E-001
 9.708; 0.167;-0.022407; 1.49589260756603E-001
 9.709; 0.167;-0.022390; 1.49530338755573E-001
 9.710; 0.167;-0.022373; 1.49471456152614E-001
 9.711; 0.167;-0.022356; 1.49412613059391E-001
 9.712; 0.167;-0.022339; 1.49353809587480E-001
 9.713; 0.167;-0.022321; 1.49295045848369E-001
 9.714; 0.167;-0.022304; 1.49236321953458E-001
 9.715; 0.167;-0.022286; 1.49177638014057E-001
 9.716; 0.167;-0.022269; 1.49118994141385E-001
 9.717; 0.167;-0.022251; 1.49060390446575E-001
 9.718; 0.167;-0.022234; 1.49001827040669E-001
 9.719; 0.167;-0.022216; 1.48943304034616E-001
 9.720; 0.167;-0.022198; 1.48884821539280E-001
 9.721; 0.167;-0.022181; 1.48826379665431E-001
 9.722; 0.167;-0.022163; 1.48767978523749E-001
 9.723; 0.167;-0.022145; 1.48709618224824E-001
 9.724; 0.167;-0.022127; 1.48651298879156E-001
 9.725; 0.167;-0.022109; 1.48593020597151E-001
 9.726; 0.167;-0.022091; 1.48534783489126E-001
 9.727; 0.167;-0.022073; 1.48476587665305E-001
 9.728; 0.167;-0.022055; 1.48418433235821E-001
 9.729; 0.167;-0.022036; 1.48360320310716E-001
 9.730; 0.167;-0.022018; 1.48302248999937E-001
 9.731; 0.167;-0.022000; 1.48244219413340E-001
 9.732; 0.167;-0.021981; 1.48186231660690E-001
 9.733; 0.167;-0.021963; 1.48128285851656E-001
 9.734; 0.167;-0.021944; 1.48070382095817E-001
 9.735; 0.167;-0.021926; 1.48012520502657E-001
 9.736; 0.167;-0.021907; 1.47954701181566E-001
 9.737; 0.167;-0.021888; 1.47896924241842E-001
 9.738; 0.167;-0.021869; 1.47839189792688E-001
 9.739; 0.167;-0.021851; 1.47781497943214E-001
 9.740; 0.167;-0.021832; 1.47723848802435E-001
 9.741; 0.167;-0.021813; 1.47666242479270E-001
 9.742; 0.167;-0.021794; 1.47608679082547E-001
 9.743; 0.167;-0.021775; 1.47551158720995E-001
 9.744; 0.167;-0.021756; 1.47493681503252E-001
 9.745; 0.167;-0.021736; 1.47436247537856E-001
 9.746; 0.167;-0.021717; 1.47378856933254E-001
 9.747; 0.167;-0.021698; 1.47321509797795E-001
 9.748; 0.167;-0.021679; 1.47264206239732E-001
 9.749; 0.167;-0.021659; 1.47206946367223E-001
 9.750; 0.167;-0.021640; 1.47149730288328E-001
 9.751; 0.167;-0.021620; 1.47092558111013E-001
 9.752; 0.167;-0.021601; 1.47035429943144E-001
 9.753; 0.167;-0.021581; 1.46978345892493E-001
 9.754; 0.167;-0.021561; 1.46921306066734E-001
 9.755; 0.167;-0.021542; 1.46864310573442E-001
 9.756; 0.167;-0.021522; 1.46807359520098E-001
 9.757; 0.167;-0.021502; 1.46750453014081E-001
 9.758; 0.167;-0.021482; 1.46693591162675E-001
 9.759; 0.167;-0.021462; 1.46636774073066E-001
 9.760; 0.167;-0.021442; 1.46580001852340E-001
 9.761; 0.167;-0.021422; 1.46523274607486E-001
 9.762; 0.167;-0.021402; 1.46466592445392E-001
 9.763; 0.167;-0.021382; 1.46409955472850E-001
 9.764; 0.167;-0.021361; 1.46353363796550E-001
 9.765; 0.167;-0.021341; 1.46296817523085E-001
 9.766; 0.167;-0.021321; 1.46240316758949E-001
 9.767; 0.167;-0.021300; 1.46183861610532E-001
 9.768; 0.167;-0.021280; 1.46127452184129E-001
 9.769; 0.167;-0.021259; 1.46071088585932E-001
 9.770; 0.167;-0.021239; 1.46014770922034E-001
 9.771; 0.167;-0.021218; 1.45958499298426E-001
 9.772; 0.167;-0.021197; 1.45902273821000E-001
 9.773; 0.167;-0.021176; 1.45846094595546E-001
 9.774; 0.167;-0.021156; 1.45789961727754E-001
 9.775; 0.167;-0.021135; 1.45733875323210E-001
 9.776; 0.167;-0.021114; 1.45677835487402E-001
 9.777; 0.167;-0.021093; 1.45621842325715E-001
 9.778; 0.167;-0.021072; 1.45565895943430E-001
 9.779; 0.167;-0.021051; 1.45509996445729E-001
 9.780; 0.167;-0.021030; 1.45454143937690E-001
 9.781; 0.167;-0.021008; 1.45398338524289E-001
 9.782; 0.167;-0.020987; 1.45342580310398E-001
 9.783; 0.167;-0.020966; 1.45286869400789E-001
 9.784; 0.167;-0.020944; 1.45231205900128E-001
 9.785; 0.167;-0.020923; 1.45175589912980E-001
 9.786; 0.167;-0.020901; 1.45120021543804E-001
 9.787; 0.167;-0.020880; 1.45064500896958E-001
 9.788; 0.167;-0.020858; 1.45009028076694E-001
 9.789; 0.167;-0.020837; 1.44953603187161E-001
 9.790; 0.167;-0.020815; 1.44898226332404E-001
 9.791; 0.167;-0.020793; 1.44842897616364E-001
 9.792; 0.167;-0.020771; 1.44787617142875E-001
 9.793; 0.167;-0.020749; 1.44732385015668E-001
 9.794; 0.167;-0.020728; 1.44677201338369E-001
 9.795; 0.167;-0.020706; 1.44622066214498E-001
 9.796; 0.167;-0.020683; 1.44566979747470E-001
 9.797; 0.167;-0.020661; 1.44511942040596E-001
 9.798; 0.167;-0.020639; 1.44456953197078E-001
 9.799; 0.167;-0.020617; 1.44402013320014E-001
 9.800; 0.167;-0.020595; 1.44347122512395E-001
 9.801; 0.167;-0.020572; 1.44292280877107E-001
 9.802; 0.167;-0.020550; 1.44237488516928E-001
 9.803; 0.167;-0.020528; 1.44182745534531E-001
 9.804; 0.167;-0.020505; 1.44128052032478E-001
 9.805; 0.167;-0.020483; 1.44073408113230E-001
 9.806; 0.167;-0.020460; 1.44018813879135E-001
 9.807; 0.167;-0.020437; 1.43964269432437E-001
 9.808; 0.167;-0.020415; 1.43909774875271E-001
 9.809; 0.167;-0.020392; 1.43855330309664E-001
 9.810; 0.167;-0.020369; 1.43800935837535E-001
 9.811; 0.167;-0.020346; 1.43746591560695E-001
 9.812; 0.167;-0.020323; 1.43692297580847E-001
 9.813; 0.167;-0.020300; 1.43638053999584E-001
 9.814; 0.167;-0.020277; 1.43583860918392E-001
 9.815; 0.167;-0.020254; 1.43529718438645E-001
 9.816; 0.167;-0.020231; 1.43475626661612E-001
 9.817; 0.167;-0.020208; 1.43421585688448E-001
 9.818; 0.167;-0.020185; 1.43367595620203E-001
 9.819; 0.167;-0.020161; 1.43313656557813E-001
 9.820; 0.167;-0.020138; 1.43259768602107E-001
 9.821; 0.167;-0.020115; 1.43205931853802E-001
 9.822; 0.167;-0.020091; 1.43152146413506E-001
 9.823; 0.167;-0.020068; 1.43098412381715E-001
 9.824; 0.167;-0.020044; 1.43044729858817E-001
 9.825; 0.167;-0.020020; 1.42991098945086E-001
 9.826; 0.167;-0.019997; 1.42937519740686E-001
 9.827; 0.167;-0.019973; 1.42883992345671E-001
 9.828; 0.167;-0.019949; 1.42830516859981E-001
 9.829; 0.167;-0.019925; 1.42777093383447E-001
 9.830; 0.167;-0.019902; 1.42723722015786E-001
 9.831; 0.167;-0.019878; 1.42670402856605E-001
 9.832; 0.167;-0.019854; 1.42617136005398E-001
 9.833; 0.167;-0.019830; 1.42563921561545E-001
 9.834; 0.167;-0.019805; 1.42510759624315E-001
 9.835; 0.167;-0.019781; 1.42457650292866E-001
 9.836; 0.167;-0.019757; 1.42404593666239E-001
 9.837; 0.167;-0.019733; 1.42351589843364E-001
 9.838; 0.167;-0.019708; 1.42298638923060E-001
 9.839; 0.167;-0.019684; 1.42245741004028E-001
 9.840; 0.167;-0.019660; 1.42192896184858E-001
 9.841; 0.167;-0.019635; 1.42140104564026E-001
 9.842; 0.167;-0.019611; 1.42087366239895E-001
 9.843; 0.167;-0.019586; 1.42034681310710E-001
 9.844; 0.167;-0.019561; 1.41982049874606E-001
 9.845; 0.167;-0.019537; 1.41929472029601E-001
 9.846; 0.167;-0.019512; 1.41876947873598E-001
 9.847; 0.167;-0.019487; 1.41824477504387E-001
 9.848; 0.167;-0.019462; 1.41772061019641E-001
 9.849; 0.167;-0.019438; 1.41719698516918E-001
 9.850; 0.167;-0.019413; 1.41667390093663E-001
 9.851; 0.167;-0.019388; 1.41615135847201E-001
 9.852; 0.167;-0.019363; 1.41562935874744E-001
 9.853; 0.167;-0.019337; 1.41510790273388E-001
 9.854; 0.167;-0.019312; 1.41458699140112E-001
 9.855; 0.167;-0.019287; 1.41406662571779E-001
 9.856; 0.167;-0.019262; 1.41354680665134E-001
 9.857; 0.167;-0.019237; 1.41302753516809E-001
 9.858; 0.167;-0.019211; 1.41250881223315E-001
 9.859; 0.167;-0.019186; 1.41199063881048E-001
 9.860; 0.167;-0.019160; 1.41147301586286E-001
 9.861; 0.167;-0.019135; 1.41095594435190E-001
 9.862; 0.167;-0.019109; 1.41043942523804E-001
 9.863; 0.167;-0.019084; 1.40992345948053E-001
 9.864; 0.167;-0.019058; 1.40940804803744E-001
 9.865; 0.167;-0.019032; 1.40889319186566E-001
 9.866; 0.167;-0.019006; 1.40837889192092E-001
 9.867; 0.167;-0.018981; 1.40786514915772E-001
 9.868; 0.167;-0.018955; 1.40735196452942E-001
 9.869; 0.167;-0.018929; 1.40683933898815E-001
 9.870; 0.167;-0.018903; 1.40632727348489E-001
 9.871; 0.167;-0.018877; 1.40581576896939E-001
 9.872; 0.167;-0.018851; 1.40530482639023E-001
 9.873; 0.167;-0.018824; 1.40479444669479E-001
 9.874; 0.167;-0.018798; 1.40428463082926E-001
 9.875; 0.167;-0.018772; 1.40377537973860E-001
 9.876; 0.167;-0.018746; 1.40326669436661E-001
 9.877; 0.167;-0.018719; 1.40275857565586E-001
 9.878; 0.167;-0.018693; 1.40225102454773E-001
 9.879; 0.167;-0.018667; 1.40174404198238E-001
 9.880; 0.167;-0.018640; 1.40123762889878E-001
 9.881; 0.167;-0.018614; 1.40073178623468E-001
 9.882; 0.167;-0.018587; 1.40022651492661E-001
 9.883; 0.167;-0.018560; 1.39972181590991E-001
 9.884; 0.167;-0.018534; 1.39921769011869E-001
 9.885; 0.167;-0.018507; 1.39871413848585E-001
 9.886; 0.167;-0.018480; 1.39821116194306E-001
 9.887; 0.167;-0.018453; 1.39770876142079E-001
 9.888; 0.167;-0.018426; 1.39720693784827E-001
 9.889; 0.167;-0.018399; 1.39670569215352E-001
 9.890; 0.167;-0.018372; 1.39620502526332E-001
 9.891; 0.167;-0.018345; 1.39570493810325E-001
 9.892; 0.167;-0.018318; 1.39520543159763E-001
 9.893; 0.167;-0.018291; 1.39470650666957E-001
 9.894; 0.167;-0.018264; 1.39420816424095E-001
 9.895; 0.167;-0.018237; 1.39371040523241E-001
 9.896; 0.167;-0.018209; 1.39321323056335E-001
 9.897; 0.167;-0.018182; 1.39271664115194E-001
 9.898; 0.167;-0.018155; 1.39222063791511E-001
 9.899; 0.167;-0.018127; 1.39172522176856E-001
 9.900; 0.167;-0.018100; 1.39123039362673E-001
 9.901; 0.167;-0.018072; 1.39073615440283E-001
 9.902; 0.167;-0.018045; 1.39024250500882E-001
 9.903; 0.167;-0.018017; 1.38974944635541E-001
 9.904; 0.167;-0.017989; 1.38925697935208E-001
 9.905; 0.167;-0.017961; 1.38876510490703E-001
 9.906; 0.167;-0.017934; 1.38827382392723E-001
 9.907; 0.167;-0.017906; 1.38778313731840E-001
 9.908; 0.167;-0.017878; 1.38729304598498E-001
 9.909; 0.167;-0.017850; 1.38680355083018E-001
 9.910; 0.167;-0.017822; 1.38631465275594E-001
 9.911; 0.167;-0.017794; 1.38582635266294E-001
 9.912; 0.167;-0.017766; 1.38533865145060E-001
 9.913; 0.167;-0.017738; 1.38485155001708E-001
 9.914; 0.167;-0.017710; 1.38436504925927E-001
 9.915; 0.167;-0.017681; 1.38387915007279E-001
 9.916; 0.167;-0.017653; 1.38339385335201E-001
 9.917; 0.167;-0.017625; 1.38290915999000E-001
 9.918; 0.167;-0.017596; 1.38242507087859E-001
 9.919; 0.167;-0.017568; 1.38194158690832E-001
 9.920; 0.167;-0.017540; 1.38145870896846E-001
 9.921; 0.167;-0.017511; 1.38097643794700E-001
 9.922; 0.167;-0.017482; 1.38049477473065E-001
 9.923; 0.167;-0.017454; 1.38001372020485E-001
 9.924; 0.167;-0.017425; 1.37953327525376E-001
 9.925; 0.167;-0.017396; 1.37905344076024E-001
 9.926; 0.167;-0.017368; 1.37857421760589E-001
 9.927; 0.167;-0.017339; 1.37809560667100E-001
 9.928; 0.167;-0.017310; 1.37761760883459E-001
 9.929; 0.167;-0.017281; 1.37714022497439E-001
 9.930; 0.167;-0.017252; 1.37666345596682E-001
 9.931; 0.167;-0.017223; 1.37618730268703E-001
 9.932; 0.167;-0.017194; 1.37571176600887E-001
 9.933; 0.167;-0.017165; 1.37523684680488E-001
 9.934; 0.167;-0.017136; 1.37476254594634E-001
 9.935; 0.167;-0.017107; 1.37428886430318E-001
 9.936; 0.167;-0.017077; 1.37381580274408E-001
 9.937; 0.167;-0.017048; 1.37334336213638E-001
 9.938; 0.167;-0.017019; 1.37287154334613E-001
 9.939; 0.167;-0.016989; 1.37240034723809E-001
 9.940; 0.167;-0.016960; 1.37192977467569E-001
 9.941; 0.167;-0.016931; 1.37145982652107E-001
 9.942; 0.167;-0.016901; 1.37099050363504E-001
 9.943; 0.167;-0.016871; 1.37052180687712E-001
 9.944; 0.167;-0.016842; 1.37005373710551E-001
 9.945; 0.167;-0.016812; 1.36958629517709E-001
 9.946; 0.167;-0.016782; 1.36911948194743E-001
 9.947; 0.167;-0.016753; 1.36865329827079E-001
 9.948; 0.167;-0.016723; 1.36818774500008E-001
 9.949; 0.167;-0.016693; 1.36772282298694E-001
 9.950; 0.167;-0.016663; 1.36725853308164E-001
 9.951; 0.167;-0.016633; 1.36679487613315E-001
 9.952; 0.167;-0.016603; 1.36633185298911E-001
 9.953; 0.167;-0.016573; 1.36586946449585E-001
 9.954; 0.167;-0.016543; 1.36540771149833E-001
 9.955; 0.167;-0.016513; 1.36494659484023E-001
 9.956; 0.167;-0.016483; 1.36448611536386E-001
 9.957; 0.167;-0.016453; 1.36402627391022E-001
 9.958; 0.167;-0.016422; 1.36356707131897E-001
 9.959; 0.167;-0.016392; 1.36310850842842E-001
 9.960; 0.167;-0.016362; 1.36265058607558E-001
 9.961; 0.167;-0.016331; 1.36219330509607E-001
 9.962; 0.167;-0.016301; 1.36173666632421E-001
 9.963; 0.167;-0.016270; 1.36128067059297E-001
 9.964; 0.167;-0.016240; 1.36082531873395E-001
 9.965; 0.167;-0.016209; 1.36037061157745E-001
 9.966; 0.167;-0.016179; 1.35991654995239E-001
 9.967; 0.167;-0.016148; 1.35946313468635E-001
 9.968; 0.167;-0.016117; 1.35901036660557E-001
 9.969; 0.167;-0.016086; 1.35855824653492E-001
 9.970; 0.167;-0.016056; 1.35810677529795E-001
 9.971; 0.167;-0.016025; 1.35765595371681E-001
 9.972; 0.167;-0.015994; 1.35720578261235E-001
 9.973; 0.167;-0.015963; 1.35675626280401E-001
 9.974; 0.167;-0.015932; 1.35630739510990E-001
 9.975; 0.167;-0.015901; 1.35585918034678E-001
 9.976; 0.167;-0.015870; 1.35541161933003E-001
 9.977; 0.167;-0.015839; 1.35496471287366E-001
 9.978; 0.167;-0.015807; 1.35451846179034E-001
 9.979; 0.167;-0.015776; 1.35407286689137E-001
 9.980; 0.167;-0.015745; 1.35362792898666E-001
 9.981; 0.167;-0.015714; 1.35318364888478E-001
 9.982; 0.167;-0.015682; 1.35274002739291E-001
 9.983; 0.167;-0.015651; 1.35229706531687E-001
 9.984; 0.167;-0.015620; 1.35185476346111E-001
 9.985; 0.167;-0.015588; 1.35141312262869E-001
 9.986; 0.167;-0.015557; 1.35097214362131E-001
 9.987; 0.167;-0.015525; 1.35053182723928E-001
 9.988; 0.167;-0.015493; 1.35009217428154E-001
 9.989; 0.167;-0.015462; 1.34965318554566E-001
 9.990; 0.167;-0.015430; 1.34921486182780E-001
 9.991; 0.167;-0.015398; 1.34877720392276E-001
 9.992; 0.167;-0.015366; 1.34834021262396E-001
 9.993; 0.167;-0.015335; 1.34790388872341E-001
 9.994; 0.167;-0.015303; 1.34746823301175E-001
 9.995; 0.167;-0.015271; 1.34703324627823E-001
 9.996; 0.167;-0.015239; 1.34659892931072E-001
 9.997; 0.167;-0.015207; 1.34616528289567E-001
 9.998; 0.167;-0.015175; 1.34573230781817E-001
 9.999; 0.167;-0.015143; 1.34530000486189E-001
10.000; 0.167;-0.015111; 1.34486837480911E-001
10.001; 0.167;-0.015078; 1.34443741844073E-001
10.002; 0.167;-0.015046; 1.34400713653624E-001
10.003; 0.167;-0.015014; 1.34357752987372E-001
10.004; 0.167;-0.014982; 1.34314859922987E-001
10.005; 0.167;-0.014949; 1.34272034537997E-001
10.006; 0.167;-0.014917; 1.34229276909790E-001
10.007; 0.167;-0.014884; 1.34186587115614E-001
10.008; 0.167;-0.014852; 1.34143965232576E-001
10.009; 0.167;-0.014819; 1.34101411337643E-001
10.010; 0.167;-0.014787; 1.34058925507639E-001
10.011; 0.167;-0.014754; 1.34016507819249E-001
10.012; 0.167;-0.014722; 1.33974158349017E-001
10.013; 0.167;-0.014689; 1.33931877173343E-001
10.014; 0.167;-0.014656; 1.33889664368487E-001
10.015; 0.167;-0.014623; 1.33847520010570E-001
10.016; 0.167;-0.014591; 1.33805444175566E-001
10.017; 0.167;-0.014558; 1.33763436939312E-001
10.018; 0.167;-0.014525; 1.33721498377500E-001
10.019; 0.167;-0.014492; 1.33679628565681E-001
10.020; 0.167;-0.014459; 1.33637827579263E-001
10.021; 0.167;-0.014426; 1.33596095493513E-001
10.022; 0.167;-0.014393; 1.33554432383554E-001
10.023; 0.167;-0.014360; 1.33512838324366E-001
10.024; 0.167;-0.014327; 1.33471313390788E-001
10.025; 0.167;-0.014293; 1.33429857657514E-001
10.026; 0.167;-0.014260; 1.33388471199097E-001
10.027; 0.167;-0.014227; 1.33347154089945E-001
10.028; 0.167;-0.014193; 1.33305906404323E-001
10.029; 0.167;-0.014160; 1.33264728216354E-001
10.030; 0.167;-0.014127; 1.33223619600015E-001
10.031; 0.167;-0.014093; 1.33182580629141E-001
10.032; 0.167;-0.014060; 1.33141611377422E-001
10.033; 0.167;-0.014026; 1.33100711918405E-001
10.034; 0.167;-0.013993; 1.33059882325493E-001
10.035; 0.167;-0.013959; 1.33019122671943E-001
10.036; 0.167;-0.013925; 1.32978433030869E-001
10.037; 0.167;-0.013892; 1.32937813475241E-001
10.038; 0.167;-0.013858; 1.32897264077883E-001
10.039; 0.167;-0.013824; 1.32856784911474E-001
10.040; 0.167;-0.013790; 1.32816376048550E-001
10.041; 0.167;-0.013757; 1.32776037561501E-001
10.042; 0.167;-0.013723; 1.32735769522570E-001
10.043; 0.167;-0.013689; 1.32695572003857E-001
10.044; 0.167;-0.013655; 1.32655445077317E-001
10.045; 0.167;-0.013621; 1.32615388814757E-001
10.046; 0.167;-0.013587; 1.32575403287839E-001
10.047; 0.167;-0.013553; 1.32535488568082E-001
10.048; 0.167;-0.013519; 1.32495644726856E-001
10.049; 0.167;-0.013484; 1.32455871835385E-001
10.050; 0.167;-0.013450; 1.32416169964748E-001
10.051; 0.167;-0.013416; 1.32376539185877E-001
10.052; 0.167;-0.013382; 1.32336979569560E-001
10.053; 0.167;-0.013347; 1.32297491186433E-001
10.054; 0.167;-0.013313; 1.32258074106992E-001
10.055; 0.167;-0.013278; 1.32218728401580E-001
10.056; 0.167;-0.013244; 1.32179454140398E-001
10.057; 0.167;-0.013210; 1.32140251393496E-001
10.058; 0.167;-0.013175; 1.32101120230781E-001
10.059; 0.167;-0.013140; 1.32062060722008E-001
10.060; 0.167;-0.013106; 1.32023072936788E-001
10.061; 0.167;-0.013071; 1.31984156944584E-001
10.062; 0.167;-0.013037; 1.31945312814710E-001
10.063; 0.167;-0.013002; 1.31906540616333E-001
10.064; 0.167;-0.012967; 1.31867840418472E-001
10.065; 0.167;-0.012932; 1.31829212289998E-001
10.066; 0.167;-0.012897; 1.31790656299634E-001
10.067; 0.167;-0.012863; 1.31752172515954E-001
10.068; 0.167;-0.012828; 1.31713761007386E-001
10.069; 0.167;-0.012793; 1.31675421842205E-001
10.070; 0.167;-0.012758; 1.31637155088542E-001
10.071; 0.167;-0.012723; 1.31598960814377E-001
10.072; 0.167;-0.012688; 1.31560839087541E-001
10.073; 0.167;-0.012652; 1.31522789975716E-001
10.074; 0.167;-0.012617; 1.31484813546437E-001
10.075; 0.167;-0.012582; 1.31446909867086E-001
10.076; 0.167;-0.012547; 1.31409079004899E-001
10.077; 0.167;-0.012512; 1.31371321026961E-001
10.078; 0.167;-0.012476; 1.31333636000208E-001
10.079; 0.167;-0.012441; 1.31296023991426E-001
10.080; 0.167;-0.012406; 1.31258485067251E-001
10.081; 0.167;-0.012370; 1.31221019294169E-001
10.082; 0.167;-0.012335; 1.31183626738517E-001
10.083; 0.167;-0.012299; 1.31146307466480E-001
10.084; 0.167;-0.012264; 1.31109061544095E-001
10.085; 0.167;-0.012228; 1.31071889037247E-001
10.086; 0.167;-0.012193; 1.31034790011671E-001
10.087; 0.167;-0.012157; 1.30997764532952E-001
10.088; 0.167;-0.012121; 1.30960812666522E-001
10.089; 0.167;-0.012086; 1.30923934477664E-001
10.090; 0.167;-0.012050; 1.30887130031511E-001
10.091; 0.167;-0.012014; 1.30850399393044E-001
10.092; 0.167;-0.011978; 1.30813742627091E-001
10.093; 0.167;-0.011942; 1.30777159798331E-001
10.094; 0.167;-0.011907; 1.30740650971291E-001
10.095; 0.167;-0.011871; 1.30704216210346E-001
10.096; 0.167;-0.011835; 1.30667855579720E-001
10.097; 0.167;-0.011799; 1.30631569143484E-001
10.098; 0.167;-0.011763; 1.30595356965560E-001
10.099; 0.167;-0.011727; 1.30559219109715E-001
10.100; 0.167;-0.011690; 1.30523155639565E-001
10.101; 0.167;-0.011654; 1.30487166618575E-001
10.102; 0.167;-0.011618; 1.30451252110054E-001
10.103; 0.167;-0.011582; 1.30415412177164E-001
10.104; 0.167;-0.011546; 1.30379646882911E-001
10.105; 0.167;-0.011509; 1.30343956290148E-001
10.106; 0.167;-0.011473; 1.30308340461578E-001
10.107; 0.167;-0.011437; 1.30272799459748E-001
10.108; 0.167;-0.011400; 1.30237333347054E-001
10.109; 0.167;-0.011364; 1.30201942185739E-001
10.110; 0.167;-0.011327; 1.30166626037892E-001
10.111; 0.167;-0.011291; 1.30131384965449E-001
10.112; 0.167;-0.011254; 1.30096219030193E-001
10.113; 0.167;-0.011218; 1.30061128293754E-001
10.114; 0.167;-0.011181; 1.30026112817606E-001
10.115; 0.167;-0.011145; 1.29991172663072E-001
10.116; 0.167;-0.011108; 1.29956307891321E-001
10.117; 0.167;-0.011071; 1.29921518563366E-001
10.118; 0.167;-0.011034; 1.29886804740067E-001
10.119; 0.167;-0.010998; 1.29852166482131E-001
10.120; 0.167;-0.010961; 1.29817603850111E-001
10.121; 0.167;-0.010924; 1.29783116904403E-001
10.122; 0.167;-0.010887; 1.29748705705250E-001
10.123; 0.167;-0.010850; 1.29714370312742E-001
10.124; 0.167;-0.010813; 1.29680110786813E-001
10.125; 0.167;-0.010776; 1.29645927187242E-001
10.126; 0.167;-0.010739; 1.29611819573654E-001
10.127; 0.167;-0.010702; 1.29577788005517E-001
10.128; 0.167;-0.010665; 1.29543832542148E-001
10.129; 0.167;-0.010628; 1.29509953242705E-001
10.130; 0.167;-0.010591; 1.29476150166192E-001
10.131; 0.167;-0.010554; 1.29442423371459E-001
10.132; 0.167;-0.010516; 1.29408772917198E-001
10.133; 0.167;-0.010479; 1.29375198861949E-001
10.134; 0.167;-0.010442; 1.29341701264092E-001
10.135; 0.167;-0.010405; 1.29308280181855E-001
10.136; 0.167;-0.010367; 1.29274935673308E-001
10.137; 0.167;-0.010330; 1.29241667796367E-001
10.138; 0.167;-0.010292; 1.29208476608789E-001
10.139; 0.167;-0.010255; 1.29175362168178E-001
10.140; 0.167;-0.010217; 1.29142324531980E-001
10.141; 0.167;-0.010180; 1.29109363757485E-001
10.142; 0.167;-0.010142; 1.29076479901826E-001
10.143; 0.167;-0.010105; 1.29043673021982E-001
10.144; 0.167;-0.010067; 1.29010943174772E-001
10.145; 0.167;-0.010029; 1.28978290416860E-001
10.146; 0.167;-0.009992; 1.28945714804754E-001
10.147; 0.167;-0.009954; 1.28913216394802E-001
10.148; 0.167;-0.009916; 1.28880795243200E-001
10.149; 0.167;-0.009879; 1.28848451405982E-001
10.150; 0.167;-0.009841; 1.28816184939027E-001
10.151; 0.167;-0.009803; 1.28783995898058E-001
10.152; 0.167;-0.009765; 1.28751884338638E-001
10.153; 0.167;-0.009727; 1.28719850316173E-001
10.154; 0.167;-0.009689; 1.28687893885914E-001
10.155; 0.167;-0.009651; 1.28656015102952E-001
10.156; 0.167;-0.009613; 1.28624214022220E-001
10.157; 0.167;-0.009575; 1.28592490698494E-001
10.158; 0.167;-0.009537; 1.28560845186393E-001
10.159; 0.167;-0.009499; 1.28529277540377E-001
10.160; 0.167;-0.009461; 1.28497787814747E-001
10.161; 0.167;-0.009423; 1.28466376063647E-001
10.162; 0.167;-0.009384; 1.28435042341062E-001
10.163; 0.167;-0.009346; 1.28403786700820E-001
10.164; 0.167;-0.009308; 1.28372609196588E-001
10.165; 0.167;-0.009270; 1.28341509881878E-001
10.166; 0.167;-0.009231; 1.28310488810039E-001
10.167; 0.167;-0.009193; 1.28279546034266E-001
10.168; 0.167;-0.009155; 1.28248681607591E-001
10.169; 0.167;-0.009116; 1.28217895582890E-001
10.170; 0.167;-0.009078; 1.28187188012877E-001
10.171; 0.167;-0.009039; 1.28156558950111E-001
10.172; 0.167;-0.009001; 1.28126008446988E-001
10.173; 0.167;-0.008962; 1.28095536555746E-001
10.174; 0.167;-0.008924; 1.28065143328465E-001
10.175; 0.167;-0.008885; 1.28034828817064E-001
10.176; 0.167;-0.008846; 1.28004593073303E-001
10.177; 0.167;-0.008808; 1.27974436148783E-001
10.178; 0.167;-0.008769; 1.27944358094943E-001
