t;vs;xq;vq
 0.000; 0.000; 0.000000; 0.00000000000000E+000
 0.001; 0.000; 0.000000; 0.00000000000000E+000
 0.002; 0.000; 0.000000; 0.00000000000000E+000
 0.003; 0.000; 0.000000; 3.06117469891390E-010
 0.004; 0.001; 0.000001; 1.24597579792718E-009
 0.005; 0.001; 0.000002; 3.14716500941908E-009
 0.006; 0.001; 0.000002; 6.33724112727671E-009
 0.007; 0.001; 0.000003; 1.11437255326762E-008
 0.008; 0.001; 0.000005; 1.78941043258594E-008
 0.009; 0.001; 0.000006; 2.69158276870653E-008
 0.010; 0.002; 0.000007; 3.85363092375937E-008
 0.011; 0.002; 0.000009; 5.30829254010045E-008
 0.012; 0.002; 0.000011; 7.08830147644516E-008
 0.013; 0.002; 0.000013; 9.22638774401542E-008
 0.014; 0.002; 0.000015; 1.17552774427006E-007
 0.015; 0.002; 0.000017; 1.47076926972322E-007
 0.016; 0.003; 0.000020; 1.81163515933732E-007
 0.017; 0.003; 0.000023; 2.20139681141207E-007
 0.018; 0.003; 0.000025; 2.64332520759234E-007
 0.019; 0.003; 0.000028; 3.14069090649136E-007
 0.020; 0.003; 0.000032; 3.69676403731535E-007
 0.021; 0.003; 0.000035; 4.31481429348961E-007
 0.022; 0.004; 0.000038; 4.99811092628612E-007
 0.023; 0.004; 0.000042; 5.74992273845263E-007
 0.024; 0.004; 0.000046; 6.57351807784320E-007
 0.025; 0.004; 0.000050; 7.47216483105033E-007
 0.026; 0.004; 0.000054; 8.44913041703858E-007
 0.027; 0.004; 0.000058; 9.50768178077975E-007
 0.028; 0.005; 0.000063; 1.06510853868896E-006
 0.029; 0.005; 0.000067; 1.18826072132661E-006
 0.030; 0.005; 0.000072; 1.32055127447293E-006
 0.031; 0.005; 0.000077; 1.46230669666629E-006
 0.032; 0.005; 0.000082; 1.61385343586573E-006
 0.033; 0.006; 0.000088; 1.77551788881540E-006
 0.034; 0.006; 0.000093; 1.94762640040922E-006
 0.035; 0.006; 0.000099; 2.13050526305568E-006
 0.036; 0.006; 0.000105; 2.32448071604277E-006
 0.037; 0.006; 0.000111; 2.52987894490312E-006
 0.038; 0.006; 0.000117; 2.74702608077931E-006
 0.039; 0.007; 0.000123; 2.97624819978932E-006
 0.040; 0.007; 0.000130; 3.21787132239215E-006
 0.041; 0.007; 0.000136; 3.47222141275364E-006
 0.042; 0.007; 0.000143; 3.73962437811245E-006
 0.043; 0.007; 0.000150; 4.02040606814621E-006
 0.044; 0.007; 0.000157; 4.31489227433782E-006
 0.045; 0.008; 0.000165; 4.62340872934200E-006
 0.046; 0.008; 0.000172; 4.94628110635193E-006
 0.047; 0.008; 0.000180; 5.28383501846612E-006
 0.048; 0.008; 0.000188; 5.63639601805546E-006
 0.049; 0.008; 0.000196; 6.00428959613043E-006
 0.050; 0.008; 0.000204; 6.38784118170849E-006
 0.051; 0.009; 0.000212; 6.78737614118170E-006
 0.052; 0.009; 0.000221; 7.20321977768446E-006
 0.053; 0.009; 0.000229; 7.63569733046147E-006
 0.054; 0.009; 0.000238; 8.08513397423588E-006
 0.055; 0.009; 0.000247; 8.55185481857765E-006
 0.056; 0.009; 0.000256; 9.03618490727202E-006
 0.057; 0.010; 0.000266; 9.53844921768826E-006
 0.058; 0.010; 0.000275; 1.00589726601486E-005
 0.059; 0.010; 0.000285; 1.05980800772971E-005
 0.060; 0.010; 0.000295; 1.11560962434695E-005
 0.061; 0.010; 0.000305; 1.17333458640621E-005
 0.062; 0.010; 0.000315; 1.23301535749017E-005
 0.063; 0.011; 0.000325; 1.29468439416154E-005
 0.064; 0.011; 0.000336; 1.35837414590011E-005
 0.065; 0.011; 0.000346; 1.42411705503972E-005
 0.066; 0.011; 0.000357; 1.49194555670532E-005
 0.067; 0.011; 0.000368; 1.56189207875008E-005
 0.068; 0.011; 0.000379; 1.63398904169245E-005
 0.069; 0.012; 0.000391; 1.70826885865325E-005
 0.070; 0.012; 0.000402; 1.78476393529285E-005
 0.071; 0.012; 0.000414; 1.86350666974827E-005
 0.072; 0.012; 0.000426; 1.94452945257039E-005
 0.073; 0.012; 0.000438; 2.02786466666114E-005
 0.074; 0.012; 0.000450; 2.11354468721068E-005
 0.075; 0.013; 0.000462; 2.20160188163467E-005
 0.076; 0.013; 0.000475; 2.29206860951154E-005
 0.077; 0.013; 0.000487; 2.38497722251972E-005
 0.078; 0.013; 0.000500; 2.48036006437497E-005
 0.079; 0.013; 0.000513; 2.57824947076772E-005
 0.080; 0.013; 0.000526; 2.67867776930037E-005
 0.081; 0.014; 0.000540; 2.78167727942469E-005
 0.082; 0.014; 0.000553; 2.88728031237921E-005
 0.083; 0.014; 0.000567; 2.99551917112660E-005
 0.084; 0.014; 0.000581; 3.10642615029113E-005
 0.085; 0.014; 0.000595; 3.22003353609612E-005
 0.086; 0.014; 0.000609; 3.33637360630141E-005
 0.087; 0.015; 0.000623; 3.45547863014087E-005
 0.088; 0.015; 0.000638; 3.57738086825992E-005
 0.089; 0.015; 0.000652; 3.70211257265308E-005
 0.090; 0.015; 0.000667; 3.82970598660152E-005
 0.091; 0.015; 0.000682; 3.96019334461069E-005
 0.092; 0.015; 0.000697; 4.09360687234790E-005
 0.093; 0.016; 0.000712; 4.22997878657999E-005
 0.094; 0.016; 0.000728; 4.36934129511096E-005
 0.095; 0.016; 0.000744; 4.51172659671968E-005
 0.096; 0.016; 0.000759; 4.65716688109761E-005
 0.097; 0.016; 0.000775; 4.80569432878651E-005
 0.098; 0.016; 0.000792; 4.95734111111621E-005
 0.099; 0.017; 0.000808; 5.11213939014240E-005
 0.100; 0.017; 0.000824; 5.27012131858441E-005
 0.101; 0.017; 0.000841; 5.43131903976308E-005
 0.102; 0.017; 0.000858; 5.59576468753859E-005
 0.103; 0.017; 0.000875; 5.76349038624836E-005
 0.104; 0.017; 0.000892; 5.93452825064493E-005
 0.105; 0.018; 0.000909; 6.10891038583392E-005
 0.106; 0.018; 0.000927; 6.28666888721195E-005
 0.107; 0.018; 0.000944; 6.46783584040465E-005
 0.108; 0.018; 0.000962; 6.65244332120466E-005
 0.109; 0.018; 0.000980; 6.84052339550966E-005
 0.110; 0.018; 0.000998; 7.03210811926043E-005
 0.111; 0.019; 0.001016; 7.22722953837891E-005
 0.112; 0.019; 0.001035; 7.42591968870633E-005
 0.113; 0.019; 0.001053; 7.62821059594136E-005
 0.114; 0.019; 0.001072; 7.83413427557822E-005
 0.115; 0.019; 0.001091; 8.04372273284492E-005
 0.116; 0.019; 0.001110; 8.25700796264144E-005
 0.117; 0.020; 0.001130; 8.47402194947796E-005
 0.118; 0.020; 0.001149; 8.69479666741316E-005
 0.119; 0.020; 0.001169; 8.91936407999250E-005
 0.120; 0.020; 0.001188; 9.14775614018651E-005
 0.121; 0.020; 0.001208; 9.38000479032916E-005
 0.122; 0.020; 0.001228; 9.61614196205623E-005
 0.123; 0.021; 0.001249; 9.85619957624373E-005
 0.124; 0.021; 0.001269; 1.01002095429463E-004
 0.125; 0.021; 0.001290; 1.03482037613356E-004
 0.126; 0.021; 0.001310; 1.06002141196389E-004
 0.127; 0.021; 0.001331; 1.08562724950776E-004
 0.128; 0.021; 0.001353; 1.11164107538056E-004
 0.129; 0.022; 0.001374; 1.13806607508481E-004
 0.130; 0.022; 0.001395; 1.16490543300400E-004
 0.131; 0.022; 0.001417; 1.19216233239646E-004
 0.132; 0.022; 0.001439; 1.21983995538922E-004
 0.133; 0.022; 0.001460; 1.24794148297188E-004
 0.134; 0.022; 0.001482; 1.27647009499049E-004
 0.135; 0.023; 0.001505; 1.30542897014141E-004
 0.136; 0.023; 0.001527; 1.33482128596518E-004
 0.137; 0.023; 0.001550; 1.36465021884043E-004
 0.138; 0.023; 0.001572; 1.39491894397773E-004
 0.139; 0.023; 0.001595; 1.42563063541349E-004
 0.140; 0.023; 0.001618; 1.45678846600383E-004
 0.141; 0.024; 0.001642; 1.48839560741851E-004
 0.142; 0.024; 0.001665; 1.52045523013477E-004
 0.143; 0.024; 0.001689; 1.55297050343128E-004
 0.144; 0.024; 0.001712; 1.58594459538200E-004
 0.145; 0.024; 0.001736; 1.61938067285009E-004
 0.146; 0.024; 0.001760; 1.65328190148184E-004
 0.147; 0.025; 0.001784; 1.68765144570054E-004
 0.148; 0.025; 0.001809; 1.72249246870043E-004
 0.149; 0.025; 0.001833; 1.75780813244059E-004
 0.150; 0.025; 0.001858; 1.79360159763884E-004
 0.151; 0.025; 0.001883; 1.82987602376572E-004
 0.152; 0.025; 0.001908; 1.86663456903835E-004
 0.153; 0.026; 0.001933; 1.90388039041439E-004
 0.154; 0.026; 0.001958; 1.94161664358597E-004
 0.155; 0.026; 0.001984; 1.97984648297360E-004
 0.156; 0.026; 0.002010; 2.01857306172014E-004
 0.157; 0.026; 0.002035; 2.05779953168471E-004
 0.158; 0.026; 0.002061; 2.09752904343663E-004
 0.159; 0.027; 0.002088; 2.13776474624939E-004
 0.160; 0.027; 0.002114; 2.17850978809459E-004
 0.161; 0.027; 0.002140; 2.21976731563587E-004
 0.162; 0.027; 0.002167; 2.26154047422289E-004
 0.163; 0.027; 0.002194; 2.30383240788528E-004
 0.164; 0.027; 0.002221; 2.34664625932659E-004
 0.165; 0.028; 0.002248; 2.38998516991827E-004
 0.166; 0.028; 0.002275; 2.43385227969363E-004
 0.167; 0.028; 0.002303; 2.47825072734180E-004
 0.168; 0.028; 0.002330; 2.52318365020174E-004
 0.169; 0.028; 0.002358; 2.56865418425617E-004
 0.170; 0.028; 0.002386; 2.61466546412556E-004
 0.171; 0.029; 0.002414; 2.66122062306216E-004
 0.172; 0.029; 0.002443; 2.70832279294392E-004
 0.173; 0.029; 0.002471; 2.75597510426854E-004
 0.174; 0.029; 0.002500; 2.80418068614739E-004
 0.175; 0.029; 0.002528; 2.85294266629961E-004
 0.176; 0.029; 0.002557; 2.90226417104600E-004
 0.177; 0.030; 0.002586; 2.95214832530310E-004
 0.178; 0.030; 0.002616; 3.00259825257718E-004
 0.179; 0.030; 0.002645; 3.05361707495821E-004
 0.180; 0.030; 0.002675; 3.10520791311393E-004
 0.181; 0.030; 0.002704; 3.15737388628384E-004
 0.182; 0.030; 0.002734; 3.21011811227320E-004
 0.183; 0.031; 0.002764; 3.26344370744709E-004
 0.184; 0.031; 0.002795; 3.31735378672443E-004
 0.185; 0.031; 0.002825; 3.37185146357199E-004
 0.186; 0.031; 0.002855; 3.42693984999843E-004
 0.187; 0.031; 0.002886; 3.48262205654836E-004
 0.188; 0.031; 0.002917; 3.53890119229634E-004
 0.189; 0.032; 0.002948; 3.59578036484098E-004
 0.190; 0.032; 0.002979; 3.65326268029891E-004
 0.191; 0.032; 0.003011; 3.71135124329893E-004
 0.192; 0.032; 0.003042; 3.77004915697597E-004
 0.193; 0.032; 0.003074; 3.82935952296520E-004
 0.194; 0.032; 0.003106; 3.88928544139608E-004
 0.195; 0.033; 0.003138; 3.94983001088643E-004
 0.196; 0.033; 0.003170; 4.01099632853650E-004
 0.197; 0.033; 0.003202; 4.07278748992302E-004
 0.198; 0.033; 0.003235; 4.13520658909331E-004
 0.199; 0.033; 0.003267; 4.19825671855932E-004
 0.200; 0.033; 0.003300; 4.26194096929175E-004
 0.201; 0.034; 0.003333; 4.32626243071413E-004
 0.202; 0.034; 0.003366; 4.39122419069689E-004
 0.203; 0.034; 0.003399; 4.45682933555145E-004
 0.204; 0.034; 0.003433; 4.52308095002437E-004
 0.205; 0.034; 0.003467; 4.58998211729138E-004
 0.206; 0.034; 0.003500; 4.65753591895154E-004
 0.207; 0.035; 0.003534; 4.72574543502132E-004
 0.208; 0.035; 0.003568; 4.79461374392872E-004
 0.209; 0.035; 0.003603; 4.86414392250738E-004
 0.210; 0.035; 0.003637; 4.93433904599072E-004
 0.211; 0.035; 0.003671; 5.00520218800604E-004
 0.212; 0.035; 0.003706; 5.07673642056864E-004
 0.213; 0.036; 0.003741; 5.14894481407599E-004
 0.214; 0.036; 0.003776; 5.22183043730183E-004
 0.215; 0.036; 0.003811; 5.29539635739033E-004
 0.216; 0.036; 0.003847; 5.36964563985019E-004
 0.217; 0.036; 0.003882; 5.44458134854886E-004
 0.218; 0.036; 0.003918; 5.52020654570661E-004
 0.219; 0.037; 0.003954; 5.59652429189074E-004
 0.220; 0.037; 0.003990; 5.67353764600970E-004
 0.221; 0.037; 0.004026; 5.75124966530729E-004
 0.222; 0.037; 0.004062; 5.82966340535679E-004
 0.223; 0.037; 0.004099; 5.90878192005514E-004
 0.224; 0.037; 0.004135; 5.98860826161712E-004
 0.225; 0.038; 0.004172; 6.06914548056951E-004
 0.226; 0.038; 0.004209; 6.15039662574530E-004
 0.227; 0.038; 0.004246; 6.23236474427783E-004
 0.228; 0.038; 0.004284; 6.31505288159504E-004
 0.229; 0.038; 0.004321; 6.39846408141358E-004
 0.230; 0.038; 0.004359; 6.48260138573308E-004
 0.231; 0.039; 0.004396; 6.56746783483032E-004
 0.232; 0.039; 0.004434; 6.65306646725344E-004
 0.233; 0.039; 0.004472; 6.73940031981612E-004
 0.234; 0.039; 0.004511; 6.82647242759183E-004
 0.235; 0.039; 0.004549; 6.91428582390803E-004
 0.236; 0.039; 0.004587; 7.00284354034040E-004
 0.237; 0.040; 0.004626; 7.09214860670704E-004
 0.238; 0.040; 0.004665; 7.18220405106272E-004
 0.239; 0.040; 0.004704; 7.27301289969309E-004
 0.240; 0.040; 0.004743; 7.36457817710895E-004
 0.241; 0.040; 0.004783; 7.45690290604046E-004
 0.242; 0.040; 0.004822; 7.54999010743139E-004
 0.243; 0.041; 0.004862; 7.64384280043338E-004
 0.244; 0.041; 0.004901; 7.73846400240018E-004
 0.245; 0.041; 0.004941; 7.83385672888190E-004
 0.246; 0.041; 0.004982; 7.93002399361930E-004
 0.247; 0.041; 0.005022; 8.02696880853803E-004
 0.248; 0.041; 0.005062; 8.12469418374289E-004
 0.249; 0.041; 0.005103; 8.22320153632836E-004
 0.250; 0.041; 0.005143; 8.32249200429469E-004
 0.251; 0.041; 0.005184; 8.42256672296843E-004
 0.252; 0.042; 0.005224; 8.52342682499980E-004
 0.253; 0.042; 0.005265; 8.62507344035993E-004
 0.254; 0.042; 0.005306; 8.72750769633828E-004
 0.255; 0.042; 0.005346; 8.83073071753988E-004
 0.256; 0.042; 0.005387; 8.93474362588274E-004
 0.257; 0.042; 0.005428; 9.03954754059519E-004
 0.258; 0.042; 0.005469; 9.14514357821319E-004
 0.259; 0.042; 0.005510; 9.25153285257777E-004
 0.260; 0.042; 0.005551; 9.35871647483233E-004
 0.261; 0.042; 0.005592; 9.46669555342006E-004
 0.262; 0.042; 0.005634; 9.57547119408133E-004
 0.263; 0.042; 0.005675; 9.68504449985105E-004
 0.264; 0.042; 0.005716; 9.79541657105610E-004
 0.265; 0.042; 0.005758; 9.90658850531276E-004
 0.266; 0.043; 0.005799; 1.00185613975241E-003
 0.267; 0.043; 0.005841; 1.01313363398773E-003
 0.268; 0.043; 0.005882; 1.02449144218414E-003
 0.269; 0.043; 0.005924; 1.03592967301643E-003
 0.270; 0.043; 0.005965; 1.04744843488706E-003
 0.271; 0.043; 0.006007; 1.05904783592588E-003
 0.272; 0.043; 0.006049; 1.07072798398989E-003
 0.273; 0.043; 0.006091; 1.08248898666298E-003
 0.274; 0.043; 0.006133; 1.09433095125568E-003
 0.275; 0.043; 0.006175; 1.10625398480490E-003
 0.276; 0.043; 0.006217; 1.11825819407372E-003
 0.277; 0.043; 0.006259; 1.13034368555107E-003
 0.278; 0.043; 0.006301; 1.14251056545153E-003
 0.279; 0.043; 0.006343; 1.15475893971508E-003
 0.280; 0.043; 0.006386; 1.16708891400684E-003
 0.281; 0.044; 0.006428; 1.17950059371682E-003
 0.282; 0.044; 0.006470; 1.19199408395968E-003
 0.283; 0.044; 0.006513; 1.20456948957448E-003
 0.284; 0.044; 0.006555; 1.21722691512446E-003
 0.285; 0.044; 0.006598; 1.22996646489675E-003
 0.286; 0.044; 0.006640; 1.24278824290217E-003
 0.287; 0.044; 0.006683; 1.25569235287496E-003
 0.288; 0.044; 0.006726; 1.26867889827256E-003
 0.289; 0.044; 0.006769; 1.28174798227534E-003
 0.290; 0.044; 0.006811; 1.29489970778640E-003
 0.291; 0.044; 0.006854; 1.30813417743129E-003
 0.292; 0.044; 0.006897; 1.32145149355780E-003
 0.293; 0.044; 0.006940; 1.33485175823571E-003
 0.294; 0.044; 0.006983; 1.34833507325656E-003
 0.295; 0.045; 0.007026; 1.36190154013340E-003
 0.296; 0.045; 0.007070; 1.37555126010056E-003
 0.297; 0.045; 0.007113; 1.38928433411345E-003
 0.298; 0.045; 0.007156; 1.40310086284826E-003
 0.299; 0.045; 0.007200; 1.41700094670177E-003
 0.300; 0.045; 0.007243; 1.43098468579113E-003
 0.301; 0.045; 0.007286; 1.44505217995359E-003
 0.302; 0.045; 0.007330; 1.45920352874628E-003
 0.303; 0.045; 0.007373; 1.47343883144602E-003
 0.304; 0.045; 0.007417; 1.48775818704902E-003
 0.305; 0.045; 0.007461; 1.50216169427072E-003
 0.306; 0.045; 0.007504; 1.51664945154551E-003
 0.307; 0.045; 0.007548; 1.53122155702655E-003
 0.308; 0.045; 0.007592; 1.54587810858549E-003
 0.309; 0.046; 0.007636; 1.56061920381229E-003
 0.310; 0.046; 0.007680; 1.57544494001499E-003
 0.311; 0.046; 0.007724; 1.59035541421946E-003
 0.312; 0.046; 0.007768; 1.60535072316918E-003
 0.313; 0.046; 0.007812; 1.62043096332507E-003
 0.314; 0.046; 0.007856; 1.63559623086519E-003
 0.315; 0.046; 0.007900; 1.65084662168459E-003
 0.316; 0.046; 0.007945; 1.66618223139502E-003
 0.317; 0.046; 0.007989; 1.68160315532478E-003
 0.318; 0.046; 0.008033; 1.69710948851847E-003
 0.319; 0.046; 0.008078; 1.71270132573676E-003
 0.320; 0.046; 0.008122; 1.72837876145619E-003
 0.321; 0.046; 0.008167; 1.74414188986895E-003
 0.322; 0.046; 0.008211; 1.75999080488267E-003
 0.323; 0.046; 0.008256; 1.77592560012020E-003
 0.324; 0.047; 0.008301; 1.79194636891940E-003
 0.325; 0.047; 0.008345; 1.80805320433291E-003
 0.326; 0.047; 0.008390; 1.82424619912798E-003
 0.327; 0.047; 0.008435; 1.84052544578619E-003
 0.328; 0.047; 0.008480; 1.85689103650332E-003
 0.329; 0.047; 0.008525; 1.87334306318909E-003
 0.330; 0.047; 0.008570; 1.88988161746694E-003
 0.331; 0.047; 0.008615; 1.90650679067388E-003
 0.332; 0.047; 0.008660; 1.92321867386021E-003
 0.333; 0.047; 0.008705; 1.94001735778939E-003
 0.334; 0.047; 0.008750; 1.95690293293775E-003
 0.335; 0.047; 0.008796; 1.97387548949436E-003
 0.336; 0.047; 0.008841; 1.99093511736079E-003
 0.337; 0.047; 0.008886; 2.00808190615091E-003
 0.338; 0.047; 0.008932; 2.02531594519068E-003
 0.339; 0.048; 0.008977; 2.04263732351797E-003
 0.340; 0.048; 0.009023; 2.06004612988234E-003
 0.341; 0.048; 0.009068; 2.07754245274485E-003
 0.342; 0.048; 0.009114; 2.09512638027784E-003
 0.343; 0.048; 0.009159; 2.11279800036478E-003
 0.344; 0.048; 0.009205; 2.13055740060001E-003
 0.345; 0.048; 0.009251; 2.14840466828859E-003
 0.346; 0.048; 0.009297; 2.16633989044608E-003
 0.347; 0.048; 0.009342; 2.18436315379835E-003
 0.348; 0.048; 0.009388; 2.20247454478140E-003
 0.349; 0.048; 0.009434; 2.22067414954113E-003
 0.350; 0.048; 0.009480; 2.23896205393319E-003
 0.351; 0.048; 0.009526; 2.25733834352277E-003
 0.352; 0.048; 0.009572; 2.27580310358437E-003
 0.353; 0.048; 0.009618; 2.29435641910170E-003
 0.354; 0.049; 0.009665; 2.31299837476739E-003
 0.355; 0.049; 0.009711; 2.33172905498287E-003
 0.356; 0.049; 0.009757; 2.35054854385814E-003
 0.357; 0.049; 0.009803; 2.36945692521163E-003
 0.358; 0.049; 0.009850; 2.38845428256996E-003
 0.359; 0.049; 0.009896; 2.40754069916778E-003
 0.360; 0.049; 0.009943; 2.42671625794758E-003
 0.361; 0.049; 0.009989; 2.44598104155954E-003
 0.362; 0.049; 0.010036; 2.46533513236126E-003
 0.363; 0.049; 0.010082; 2.48477861241769E-003
 0.364; 0.049; 0.010129; 2.50431156350085E-003
 0.365; 0.049; 0.010176; 2.52393406708971E-003
 0.366; 0.049; 0.010222; 2.54364620436998E-003
 0.367; 0.049; 0.010269; 2.56344805623394E-003
 0.368; 0.049; 0.010316; 2.58333970328026E-003
 0.369; 0.050; 0.010363; 2.60332122581384E-003
 0.370; 0.050; 0.010410; 2.62339270384560E-003
 0.371; 0.050; 0.010457; 2.64355421709232E-003
 0.372; 0.050; 0.010504; 2.66380584497647E-003
 0.373; 0.050; 0.010551; 2.68414766662603E-003
 0.374; 0.050; 0.010598; 2.70457976087430E-003
 0.375; 0.050; 0.010645; 2.72510220625977E-003
 0.376; 0.050; 0.010692; 2.74571508102591E-003
 0.377; 0.050; 0.010739; 2.76641846312100E-003
 0.378; 0.050; 0.010787; 2.78721243019797E-003
 0.379; 0.050; 0.010834; 2.80809705961425E-003
 0.380; 0.050; 0.010881; 2.82907242843155E-003
 0.381; 0.050; 0.010929; 2.85013861341574E-003
 0.382; 0.050; 0.010976; 2.87129569103667E-003
 0.383; 0.050; 0.011024; 2.89254373746797E-003
 0.384; 0.050; 0.011071; 2.91388282858695E-003
 0.385; 0.051; 0.011119; 2.93531303997437E-003
 0.386; 0.051; 0.011166; 2.95683444691430E-003
 0.387; 0.051; 0.011214; 2.97844712439399E-003
 0.388; 0.051; 0.011262; 3.00015114710364E-003
 0.389; 0.051; 0.011309; 3.02194658943630E-003
 0.390; 0.051; 0.011357; 3.04383352548768E-003
 0.391; 0.051; 0.011405; 3.06581202905598E-003
 0.392; 0.051; 0.011453; 3.08788217364177E-003
 0.393; 0.051; 0.011501; 3.11004403244779E-003
 0.394; 0.051; 0.011549; 3.13229767837880E-003
 0.395; 0.051; 0.011597; 3.15464318404146E-003
 0.396; 0.051; 0.011645; 3.17708062174412E-003
 0.397; 0.051; 0.011693; 3.19961006349672E-003
 0.398; 0.051; 0.011741; 3.22223158101056E-003
 0.399; 0.051; 0.011789; 3.24494524569824E-003
 0.400; 0.052; 0.011837; 3.26775112867344E-003
 0.401; 0.052; 0.011886; 3.29064930075079E-003
 0.402; 0.052; 0.011934; 3.31363983244572E-003
 0.403; 0.052; 0.011982; 3.33672279397429E-003
 0.404; 0.052; 0.012031; 3.35989825525308E-003
 0.405; 0.052; 0.012079; 3.38316628589901E-003
 0.406; 0.052; 0.012127; 3.40652695522921E-003
 0.407; 0.052; 0.012176; 3.42998033226084E-003
 0.408; 0.052; 0.012224; 3.45352648571099E-003
 0.409; 0.052; 0.012273; 3.47716548399650E-003
 0.410; 0.052; 0.012322; 3.50089739523383E-003
 0.411; 0.052; 0.012370; 3.52472228723893E-003
 0.412; 0.052; 0.012419; 3.54864022752705E-003
 0.413; 0.052; 0.012468; 3.57265128331266E-003
 0.414; 0.052; 0.012516; 3.59675552150925E-003
 0.415; 0.052; 0.012565; 3.62095300872923E-003
 0.416; 0.053; 0.012614; 3.64524381128379E-003
 0.417; 0.053; 0.012663; 3.66962799518272E-003
 0.418; 0.053; 0.012712; 3.69410562613432E-003
 0.419; 0.053; 0.012761; 3.71867676954524E-003
 0.420; 0.053; 0.012810; 3.74334149052035E-003
 0.421; 0.053; 0.012859; 3.76809985386259E-003
 0.422; 0.053; 0.012908; 3.79295192407285E-003
 0.423; 0.053; 0.012957; 3.81789776534984E-003
 0.424; 0.053; 0.013006; 3.84293744158995E-003
 0.425; 0.053; 0.013055; 3.86807101638710E-003
 0.426; 0.053; 0.013104; 3.89329855303264E-003
 0.427; 0.053; 0.013154; 3.91862011451520E-003
 0.428; 0.053; 0.013203; 3.94403576352057E-003
 0.429; 0.053; 0.013252; 3.96954556243157E-003
 0.430; 0.053; 0.013302; 3.99514957332791E-003
 0.431; 0.053; 0.013351; 4.02084785798606E-003
 0.432; 0.054; 0.013400; 4.04664047787915E-003
 0.433; 0.054; 0.013450; 4.07252749417683E-003
 0.434; 0.054; 0.013499; 4.09850896774513E-003
 0.435; 0.054; 0.013549; 4.12458495914637E-003
 0.436; 0.054; 0.013599; 4.15075552863899E-003
 0.437; 0.054; 0.013648; 4.17702073617747E-003
 0.438; 0.054; 0.013698; 4.20338064141220E-003
 0.439; 0.054; 0.013747; 4.22983530368933E-003
 0.440; 0.054; 0.013797; 4.25638478205069E-003
 0.441; 0.054; 0.013847; 4.28302913523363E-003
 0.442; 0.054; 0.013897; 4.30976842167096E-003
 0.443; 0.054; 0.013946; 4.33660269949077E-003
 0.444; 0.054; 0.013996; 4.36353202651635E-003
 0.445; 0.054; 0.014046; 4.39055646026605E-003
 0.446; 0.054; 0.014096; 4.41767605795319E-003
 0.447; 0.054; 0.014146; 4.44489087648595E-003
 0.448; 0.054; 0.014196; 4.47220097246722E-003
 0.449; 0.055; 0.014246; 4.49960640219452E-003
 0.450; 0.055; 0.014296; 4.52710722165988E-003
 0.451; 0.055; 0.014346; 4.55470348654971E-003
 0.452; 0.055; 0.014396; 4.58239525224472E-003
 0.453; 0.055; 0.014446; 4.61018257381982E-003
 0.454; 0.055; 0.014497; 4.63806550604395E-003
 0.455; 0.055; 0.014547; 4.66604410338003E-003
 0.456; 0.055; 0.014597; 4.69411841998484E-003
 0.457; 0.055; 0.014647; 4.72228850970890E-003
 0.458; 0.055; 0.014698; 4.75055442609639E-003
 0.459; 0.055; 0.014748; 4.77891622238501E-003
 0.460; 0.055; 0.014798; 4.80737395150591E-003
 0.461; 0.055; 0.014849; 4.83592766608357E-003
 0.462; 0.055; 0.014899; 4.86457741843572E-003
 0.463; 0.055; 0.014950; 4.89332326057319E-003
 0.464; 0.055; 0.015000; 4.92216524419986E-003
 0.465; 0.056; 0.015051; 4.95110342071255E-003
 0.466; 0.056; 0.015101; 4.98013784120091E-003
 0.467; 0.056; 0.015152; 5.00926855644732E-003
 0.468; 0.056; 0.015203; 5.03849561692680E-003
 0.469; 0.056; 0.015253; 5.06781907280692E-003
 0.470; 0.056; 0.015304; 5.09723897394770E-003
 0.471; 0.056; 0.015355; 5.12675536990151E-003
 0.472; 0.056; 0.015405; 5.15636830991299E-003
 0.473; 0.056; 0.015456; 5.18607784291895E-003
 0.474; 0.056; 0.015507; 5.21588401754826E-003
 0.475; 0.056; 0.015558; 5.24578688212180E-003
 0.476; 0.056; 0.015609; 5.27578648465233E-003
 0.477; 0.056; 0.015659; 5.30588287284442E-003
 0.478; 0.056; 0.015710; 5.33607609409438E-003
 0.479; 0.056; 0.015761; 5.36636619549011E-003
 0.480; 0.056; 0.015812; 5.39675322381111E-003
 0.481; 0.056; 0.015863; 5.42723722552828E-003
 0.482; 0.057; 0.015914; 5.45781824680394E-003
 0.483; 0.057; 0.015965; 5.48849633349168E-003
 0.484; 0.057; 0.016016; 5.51927153113630E-003
 0.485; 0.057; 0.016068; 5.55014388497373E-003
 0.486; 0.057; 0.016119; 5.58111343993092E-003
 0.487; 0.057; 0.016170; 5.61218024062581E-003
 0.488; 0.057; 0.016221; 5.64334433136721E-003
 0.489; 0.057; 0.016272; 5.67460575615473E-003
 0.490; 0.057; 0.016324; 5.70596455867871E-003
 0.491; 0.057; 0.016375; 5.73742078232013E-003
 0.492; 0.057; 0.016426; 5.76897447015054E-003
 0.493; 0.057; 0.016477; 5.80062566493198E-003
 0.494; 0.057; 0.016529; 5.83237440911694E-003
 0.495; 0.057; 0.016580; 5.86422074484821E-003
 0.496; 0.057; 0.016632; 5.89616471395888E-003
 0.497; 0.057; 0.016683; 5.92820635797223E-003
 0.498; 0.057; 0.016735; 5.96034571810167E-003
