t;vs;xq;vq
 6.826; 0.167; 0.008493; 1.66656540490212E-001
 6.827; 0.167; 0.008493; 1.66656538549119E-001
 6.828; 0.167; 0.008493; 1.66656536628088E-001
 6.829; 0.167; 0.008493; 1.66656534727121E-001
 6.830; 0.167; 0.008493; 1.66656532846219E-001
 6.831; 0.167; 0.008493; 1.66656530985383E-001
 6.832; 0.167; 0.008493; 1.66656529144617E-001
 6.833; 0.167; 0.008493; 1.66656527323920E-001
 6.834; 0.167; 0.008493; 1.66656525523296E-001
 6.835; 0.167; 0.008493; 1.66656523742745E-001
 6.836; 0.167; 0.008493; 1.66656521982269E-001
 6.837; 0.167; 0.008493; 1.66656520241869E-001
 6.838; 0.167; 0.008493; 1.66656518521548E-001
 6.839; 0.167; 0.008493; 1.66656516821305E-001
 6.840; 0.167; 0.008493; 1.66656515141143E-001
 6.841; 0.167; 0.008493; 1.66656513481064E-001
 6.842; 0.167; 0.008493; 1.66656511841067E-001
 6.843; 0.167; 0.008493; 1.66656510221156E-001
 6.844; 0.167; 0.008493; 1.66656508621330E-001
 6.845; 0.167; 0.008493; 1.66656507041590E-001
 6.846; 0.167; 0.008493; 1.66656505481939E-001
 6.847; 0.167; 0.008493; 1.66656503942378E-001
 6.848; 0.167; 0.008493; 1.66656502422906E-001
 6.849; 0.167; 0.008493; 1.66656500923525E-001
 6.850; 0.167; 0.008493; 1.66656499444237E-001
 6.851; 0.167; 0.008493; 1.66656497985042E-001
 6.852; 0.167; 0.008493; 1.66656496545941E-001
 6.853; 0.167; 0.008494; 1.66656495126934E-001
 6.854; 0.167; 0.008494; 1.66656493728024E-001
 6.855; 0.167; 0.008494; 1.66656492349209E-001
 6.856; 0.167; 0.008494; 1.66656490990492E-001
 6.857; 0.167; 0.008494; 1.66656489651873E-001
 6.858; 0.167; 0.008494; 1.66656488333353E-001
 6.859; 0.167; 0.008494; 1.66656487034931E-001
 6.860; 0.167; 0.008494; 1.66656485756610E-001
 6.861; 0.167; 0.008494; 1.66656484498388E-001
 6.862; 0.167; 0.008494; 1.66656483260268E-001
 6.863; 0.167; 0.008494; 1.66656482042248E-001
 6.864; 0.167; 0.008494; 1.66656480844330E-001
 6.865; 0.167; 0.008494; 1.66656479666515E-001
 6.866; 0.167; 0.008494; 1.66656478508801E-001
 6.867; 0.167; 0.008494; 1.66656477371190E-001
 6.868; 0.167; 0.008494; 1.66656476253683E-001
 6.869; 0.167; 0.008494; 1.66656475156278E-001
 6.870; 0.167; 0.008494; 1.66656474078977E-001
 6.871; 0.167; 0.008494; 1.66656473021779E-001
 6.872; 0.167; 0.008494; 1.66656471984685E-001
 6.873; 0.167; 0.008494; 1.66656470967694E-001
 6.874; 0.167; 0.008494; 1.66656469970807E-001
 6.875; 0.167; 0.008494; 1.66656468994024E-001
 6.876; 0.167; 0.008494; 1.66656468037344E-001
 6.877; 0.167; 0.008494; 1.66656467100768E-001
 6.878; 0.167; 0.008494; 1.66656466184295E-001
 6.879; 0.167; 0.008494; 1.66656465287925E-001
 6.880; 0.167; 0.008494; 1.66656464411658E-001
 6.881; 0.167; 0.008494; 1.66656463555495E-001
 6.882; 0.167; 0.008494; 1.66656462719433E-001
 6.883; 0.167; 0.008494; 1.66656461903474E-001
 6.884; 0.167; 0.008494; 1.66656461107616E-001
 6.885; 0.167; 0.008494; 1.66656460331860E-001
 6.886; 0.167; 0.008494; 1.66656459576204E-001
 6.887; 0.167; 0.008494; 1.66656458840649E-001
 6.888; 0.167; 0.008494; 1.66656458125194E-001
 6.889; 0.167; 0.008494; 1.66656457429838E-001
 6.890; 0.167; 0.008494; 1.66656456754581E-001
 6.891; 0.167; 0.008494; 1.66656456099422E-001
 6.892; 0.167; 0.008494; 1.66656455464360E-001
 6.893; 0.167; 0.008494; 1.66656454849395E-001
 6.894; 0.167; 0.008494; 1.66656454254526E-001
 6.895; 0.167; 0.008494; 1.66656453679752E-001
 6.896; 0.167; 0.008494; 1.66656453125072E-001
 6.897; 0.167; 0.008494; 1.66656452590485E-001
 6.898; 0.167; 0.008494; 1.66656452075991E-001
 6.899; 0.167; 0.008494; 1.66656451581588E-001
 6.900; 0.167; 0.008494; 1.66656451107276E-001
 6.901; 0.167; 0.008494; 1.66656450653053E-001
 6.902; 0.167; 0.008494; 1.66656450218919E-001
 6.903; 0.167; 0.008494; 1.66656449804871E-001
 6.904; 0.167; 0.008494; 1.66656449410910E-001
 6.905; 0.167; 0.008494; 1.66656449037034E-001
 6.906; 0.167; 0.008494; 1.66656448683241E-001
 6.907; 0.167; 0.008494; 1.66656448349531E-001
 6.908; 0.167; 0.008494; 1.66656448035902E-001
 6.909; 0.167; 0.008494; 1.66656447742352E-001
 6.910; 0.167; 0.008494; 1.66656447468881E-001
 6.911; 0.167; 0.008494; 1.66656447215487E-001
 6.912; 0.167; 0.008494; 1.66656446982168E-001
 6.913; 0.167; 0.008494; 1.66656446768923E-001
 6.914; 0.167; 0.008494; 1.66656446575750E-001
 6.915; 0.167; 0.008494; 1.66656446402648E-001
 6.916; 0.167; 0.008494; 1.66656446249615E-001
 6.917; 0.167; 0.008494; 1.66656446116650E-001
 6.918; 0.167; 0.008494; 1.66656446003751E-001
 6.919; 0.167; 0.008494; 1.66656445910915E-001
 6.920; 0.167; 0.008494; 1.66656445838142E-001
 6.921; 0.167; 0.008494; 1.66656445785429E-001
 6.922; 0.167; 0.008494; 1.66656445752774E-001
 6.923; 0.167; 0.008494; 1.66656445740176E-001
 6.924; 0.167; 0.008494; 1.66656445747633E-001
 6.925; 0.167; 0.008494; 1.66656445775143E-001
 6.926; 0.167; 0.008494; 1.66656445822703E-001
 6.927; 0.167; 0.008494; 1.66656445890312E-001
 6.928; 0.167; 0.008494; 1.66656445977968E-001
 6.929; 0.167; 0.008494; 1.66656446085668E-001
 6.930; 0.167; 0.008494; 1.66656446213410E-001
 6.931; 0.167; 0.008494; 1.66656446361192E-001
 6.932; 0.167; 0.008494; 1.66656446529012E-001
 6.933; 0.167; 0.008494; 1.66656446716867E-001
 6.934; 0.167; 0.008494; 1.66656446924756E-001
 6.935; 0.167; 0.008494; 1.66656447152675E-001
 6.936; 0.167; 0.008494; 1.66656447400622E-001
 6.937; 0.167; 0.008494; 1.66656447668596E-001
 6.938; 0.167; 0.008494; 1.66656447956593E-001
 6.939; 0.167; 0.008494; 1.66656448264610E-001
 6.940; 0.167; 0.008494; 1.66656448592646E-001
 6.941; 0.167; 0.008494; 1.66656448940698E-001
 6.942; 0.167; 0.008494; 1.66656449308763E-001
 6.943; 0.167; 0.008494; 1.66656449696838E-001
 6.944; 0.167; 0.008494; 1.66656450104921E-001
 6.945; 0.167; 0.008494; 1.66656450533008E-001
 6.946; 0.167; 0.008494; 1.66656450981098E-001
 6.947; 0.167; 0.008494; 1.66656451449187E-001
 6.948; 0.167; 0.008494; 1.66656451937273E-001
 6.949; 0.167; 0.008494; 1.66656452445351E-001
 6.950; 0.167; 0.008494; 1.66656452973421E-001
 6.951; 0.167; 0.008495; 1.66656453521478E-001
 6.952; 0.167; 0.008495; 1.66656454089519E-001
 6.953; 0.167; 0.008495; 1.66656454677542E-001
 6.954; 0.167; 0.008495; 1.66656455285542E-001
 6.955; 0.167; 0.008495; 1.66656455913519E-001
 6.956; 0.167; 0.008495; 1.66656456561467E-001
 6.957; 0.167; 0.008495; 1.66656457229383E-001
 6.958; 0.167; 0.008495; 1.66656457917265E-001
 6.959; 0.167; 0.008495; 1.66656458625110E-001
 6.960; 0.167; 0.008495; 1.66656459352913E-001
 6.961; 0.167; 0.008495; 1.66656460100671E-001
 6.962; 0.167; 0.008495; 1.66656460868381E-001
 6.963; 0.167; 0.008495; 1.66656461656040E-001
 6.964; 0.167; 0.008495; 1.66656462463644E-001
 6.965; 0.167; 0.008495; 1.66656463291190E-001
 6.966; 0.167; 0.008495; 1.66656464138673E-001
 6.967; 0.167; 0.008495; 1.66656465006091E-001
 6.968; 0.167; 0.008495; 1.66656465893439E-001
 6.969; 0.167; 0.008495; 1.66656466800714E-001
 6.970; 0.167; 0.008495; 1.66656467727912E-001
 6.971; 0.167; 0.008495; 1.66656468675030E-001
 6.972; 0.167; 0.008495; 1.66656469642063E-001
 6.973; 0.167; 0.008495; 1.66656470629008E-001
 6.974; 0.167; 0.008495; 1.66656471635861E-001
 6.975; 0.167; 0.008495; 1.66656472662618E-001
 6.976; 0.167; 0.008495; 1.66656473709275E-001
 6.977; 0.167; 0.008495; 1.66656474775828E-001
 6.978; 0.167; 0.008495; 1.66656475862273E-001
 6.979; 0.167; 0.008495; 1.66656476968605E-001
 6.980; 0.167; 0.008495; 1.66656478094822E-001
 6.981; 0.167; 0.008495; 1.66656479240917E-001
 6.982; 0.167; 0.008495; 1.66656480406889E-001
 6.983; 0.167; 0.008495; 1.66656481592731E-001
 6.984; 0.167; 0.008495; 1.66656482798440E-001
 6.985; 0.167; 0.008495; 1.66656484024012E-001
 6.986; 0.167; 0.008495; 1.66656485269442E-001
 6.987; 0.167; 0.008495; 1.66656486534726E-001
 6.988; 0.167; 0.008495; 1.66656487819859E-001
 6.989; 0.167; 0.008495; 1.66656489124837E-001
 6.990; 0.167; 0.008495; 1.66656490449656E-001
 6.991; 0.167; 0.008495; 1.66656491794310E-001
 6.992; 0.167; 0.008495; 1.66656493158796E-001
 6.993; 0.167; 0.008495; 1.66656494543108E-001
 6.994; 0.167; 0.008495; 1.66656495947242E-001
 6.995; 0.167; 0.008495; 1.66656497371194E-001
 6.996; 0.167; 0.008495; 1.66656498814958E-001
 6.997; 0.167; 0.008495; 1.66656500278530E-001
 6.998; 0.167; 0.008495; 1.66656501761904E-001
 6.999; 0.167; 0.008495; 1.66656503265077E-001
 7.000; 0.167; 0.008495; 1.66656504788044E-001
 7.001; 0.167; 0.008495; 1.66656506330798E-001
 7.002; 0.167; 0.008495; 1.66656507893336E-001
 7.003; 0.167; 0.008495; 1.66656509475652E-001
 7.004; 0.167; 0.008495; 1.66656511077741E-001
 7.005; 0.167; 0.008495; 1.66656512699599E-001
 7.006; 0.167; 0.008495; 1.66656514341220E-001
 7.007; 0.167; 0.008495; 1.66656516002598E-001
 7.008; 0.167; 0.008495; 1.66656517683730E-001
 7.009; 0.167; 0.008495; 1.66656519384609E-001
 7.010; 0.167; 0.008495; 1.66656521105230E-001
 7.011; 0.167; 0.008495; 1.66656522845587E-001
 7.012; 0.167; 0.008495; 1.66656524605677E-001
 7.013; 0.167; 0.008495; 1.66656526385493E-001
 7.014; 0.167; 0.008495; 1.66656528185029E-001
 7.015; 0.167; 0.008495; 1.66656530004281E-001
 7.016; 0.167; 0.008495; 1.66656531843242E-001
 7.017; 0.167; 0.008495; 1.66656533701908E-001
 7.018; 0.167; 0.008495; 1.66656535580272E-001
 7.019; 0.167; 0.008495; 1.66656537478330E-001
 7.020; 0.167; 0.008495; 1.66656539396075E-001
 7.021; 0.167; 0.008495; 1.66656541333501E-001
 7.022; 0.167; 0.008495; 1.66656543290604E-001
 7.023; 0.167; 0.008495; 1.66656545267376E-001
 7.024; 0.167; 0.008495; 1.66656547263813E-001
 7.025; 0.167; 0.008495; 1.66656549279909E-001
 7.026; 0.167; 0.008495; 1.66656551315657E-001
 7.027; 0.167; 0.008495; 1.66656553371052E-001
 7.028; 0.167; 0.008495; 1.66656555446088E-001
 7.029; 0.167; 0.008495; 1.66656557540758E-001
 7.030; 0.167; 0.008495; 1.66656559655057E-001
 7.031; 0.167; 0.008495; 1.66656561788979E-001
 7.032; 0.167; 0.008495; 1.66656563942518E-001
 7.033; 0.167; 0.008495; 1.66656566115667E-001
 7.034; 0.167; 0.008495; 1.66656568308420E-001
 7.035; 0.167; 0.008495; 1.66656570520771E-001
 7.036; 0.167; 0.008495; 1.66656572752714E-001
 7.037; 0.167; 0.008495; 1.66656575004242E-001
 7.038; 0.167; 0.008495; 1.66656577275350E-001
 7.039; 0.167; 0.008495; 1.66656579566030E-001
 7.040; 0.167; 0.008495; 1.66656581876277E-001
 7.041; 0.167; 0.008495; 1.66656584206083E-001
 7.042; 0.167; 0.008495; 1.66656586555443E-001
 7.043; 0.167; 0.008495; 1.66656588924349E-001
 7.044; 0.167; 0.008495; 1.66656591312796E-001
 7.045; 0.167; 0.008495; 1.66656593720777E-001
 7.046; 0.167; 0.008495; 1.66656596148284E-001
 7.047; 0.167; 0.008495; 1.66656598595312E-001
 7.048; 0.167; 0.008495; 1.66656601061854E-001
 7.049; 0.167; 0.008495; 1.66656603547903E-001
 7.050; 0.167; 0.008496; 1.66656606053451E-001
 7.051; 0.167; 0.008496; 1.66656608578493E-001
 7.052; 0.167; 0.008496; 1.66656611123022E-001
 7.053; 0.167; 0.008496; 1.66656613687030E-001
 7.054; 0.167; 0.008496; 1.66656616270510E-001
 7.055; 0.167; 0.008496; 1.66656618873456E-001
 7.056; 0.167; 0.008496; 1.66656621495861E-001
 7.057; 0.167; 0.008496; 1.66656624137717E-001
 7.058; 0.167; 0.008496; 1.66656626799017E-001
 7.059; 0.167; 0.008496; 1.66656629479755E-001
 7.060; 0.167; 0.008496; 1.66656632179923E-001
 7.061; 0.167; 0.008496; 1.66656634899514E-001
 7.062; 0.167; 0.008496; 1.66656637638521E-001
 7.063; 0.167; 0.008496; 1.66656640396936E-001
 7.064; 0.167; 0.008496; 1.66656643174752E-001
 7.065; 0.167; 0.008496; 1.66656645971963E-001
 7.066; 0.167; 0.008496; 1.66656648788559E-001
 7.067; 0.167; 0.008496; 1.66656651624534E-001
 7.068; 0.167; 0.008496; 1.66656654479881E-001
 7.069; 0.167; 0.008496; 1.66656657354592E-001
 7.070; 0.167; 0.008496; 1.66656660248659E-001
 7.071; 0.167; 0.008496; 1.66656663162075E-001
 7.072; 0.167; 0.008496; 1.66656666094832E-001
 7.073; 0.167; 0.008496; 1.66656669046923E-001
 7.074; 0.167; 0.008496; 1.66656672018340E-001
 7.075; 0.167; 0.008496; 1.66656675009075E-001
 7.076; 0.167; 0.008496; 1.66656678019121E-001
 7.077; 0.167; 0.008496; 1.66656681048469E-001
 7.078; 0.167; 0.008496; 1.66656684097112E-001
 7.079; 0.167; 0.008496; 1.66656687165041E-001
 7.080; 0.167; 0.008496; 1.66656690252250E-001
 7.081; 0.167; 0.008496; 1.66656693358730E-001
 7.082; 0.167; 0.008496; 1.66656696484473E-001
 7.083; 0.167; 0.008496; 1.66656699629471E-001
 7.084; 0.167; 0.008496; 1.66656702793716E-001
 7.085; 0.167; 0.008496; 1.66656705977200E-001
 7.086; 0.167; 0.008496; 1.66656709179915E-001
 7.087; 0.167; 0.008496; 1.66656712401852E-001
 7.088; 0.167; 0.008496; 1.66656715643004E-001
 7.089; 0.167; 0.008496; 1.66656718903361E-001
 7.090; 0.167; 0.008496; 1.66656722182917E-001
 7.091; 0.167; 0.008496; 1.66656725481662E-001
 7.092; 0.167; 0.008496; 1.66656728799589E-001
 7.093; 0.167; 0.008496; 1.66656732136688E-001
 7.094; 0.167; 0.008496; 1.66656735492952E-001
 7.095; 0.167; 0.008496; 1.66656738868371E-001
 7.096; 0.167; 0.008496; 1.66656742262938E-001
 7.097; 0.167; 0.008496; 1.66656745676644E-001
 7.098; 0.167; 0.008496; 1.66656749109480E-001
 7.099; 0.167; 0.008496; 1.66656752561438E-001
 7.100; 0.167; 0.008496; 1.66656756032509E-001
 7.101; 0.167; 0.008496; 1.66656759522685E-001
 7.102; 0.167; 0.008496; 1.66656763031955E-001
 7.103; 0.167; 0.008496; 1.66656766560313E-001
 7.104; 0.167; 0.008496; 1.66656770107749E-001
 7.105; 0.167; 0.008496; 1.66656773674254E-001
 7.106; 0.167; 0.008496; 1.66656777259820E-001
 7.107; 0.167; 0.008496; 1.66656780864437E-001
 7.108; 0.167; 0.008496; 1.66656784488097E-001
 7.109; 0.167; 0.008496; 1.66656788130790E-001
 7.110; 0.167; 0.008496; 1.66656791792508E-001
 7.111; 0.167; 0.008496; 1.66656795473241E-001
 7.112; 0.167; 0.008496; 1.66656799172981E-001
 7.113; 0.167; 0.008496; 1.66656802891718E-001
 7.114; 0.167; 0.008496; 1.66656806629443E-001
 7.115; 0.167; 0.008496; 1.66656810386147E-001
 7.116; 0.167; 0.008496; 1.66656814161821E-001
 7.117; 0.167; 0.008496; 1.66656817956455E-001
 7.118; 0.167; 0.008496; 1.66656821770041E-001
 7.119; 0.167; 0.008496; 1.66656825602568E-001
 7.120; 0.167; 0.008496; 1.66656829454028E-001
 7.121; 0.167; 0.008496; 1.66656833324411E-001
 7.122; 0.167; 0.008496; 1.66656837213707E-001
 7.123; 0.167; 0.008496; 1.66656841121907E-001
 7.124; 0.167; 0.008496; 1.66656845049002E-001
 7.125; 0.167; 0.008496; 1.66656848994982E-001
 7.126; 0.167; 0.008496; 1.66656852959838E-001
 7.127; 0.167; 0.008496; 1.66656856943559E-001
 7.128; 0.167; 0.008496; 1.66656860946136E-001
 7.129; 0.167; 0.008496; 1.66656864967560E-001
 7.130; 0.167; 0.008496; 1.66656869007820E-001
 7.131; 0.167; 0.008496; 1.66656873066908E-001
 7.132; 0.167; 0.008496; 1.66656877144812E-001
 7.133; 0.167; 0.008496; 1.66656881241524E-001
 7.134; 0.167; 0.008496; 1.66656885357033E-001
 7.135; 0.167; 0.008496; 1.66656889491329E-001
 7.136; 0.167; 0.008496; 1.66656893644403E-001
 7.137; 0.167; 0.008496; 1.66656897816245E-001
 7.138; 0.167; 0.008496; 1.66656902006844E-001
 7.139; 0.167; 0.008496; 1.66656906216190E-001
 7.140; 0.167; 0.008496; 1.66656910444274E-001
 7.141; 0.167; 0.008496; 1.66656914691085E-001
 7.142; 0.167; 0.008496; 1.66656918956613E-001
 7.143; 0.167; 0.008496; 1.66656923240848E-001
 7.144; 0.167; 0.008496; 1.66656927543779E-001
 7.145; 0.167; 0.008496; 1.66656931865397E-001
 7.146; 0.167; 0.008496; 1.66656936205690E-001
 7.147; 0.167; 0.008496; 1.66656940564650E-001
 7.148; 0.167; 0.008496; 1.66656944942264E-001
 7.149; 0.167; 0.008496; 1.66656949338524E-001
 7.150; 0.167; 0.008496; 1.66656953753417E-001
 7.151; 0.167; 0.008497; 1.66656958186935E-001
 7.152; 0.167; 0.008497; 1.66656962639066E-001
 7.153; 0.167; 0.008497; 1.66656967109800E-001
 7.154; 0.167; 0.008497; 1.66656971599126E-001
 7.155; 0.167; 0.008497; 1.66656976107034E-001
 7.156; 0.167; 0.008497; 1.66656980633513E-001
 7.157; 0.167; 0.008497; 1.66656985178552E-001
 7.158; 0.167; 0.008497; 1.66656989742140E-001
 7.159; 0.167; 0.008497; 1.66656994324267E-001
 7.160; 0.167; 0.008497; 1.66656998924923E-001
 7.161; 0.167; 0.008497; 1.66657003544095E-001
 7.162; 0.167; 0.008497; 1.66657008181773E-001
 7.163; 0.167; 0.008497; 1.66657012837947E-001
 7.164; 0.167; 0.008497; 1.66657017512605E-001
 7.165; 0.167; 0.008497; 1.66657022205736E-001
 7.166; 0.167; 0.008497; 1.66657026917329E-001
 7.167; 0.167; 0.008497; 1.66657031647374E-001
 7.168; 0.167; 0.008497; 1.66657036395859E-001
 7.169; 0.167; 0.008497; 1.66657041162774E-001
 7.170; 0.167; 0.008497; 1.66657045948106E-001
 7.171; 0.167; 0.008497; 1.66657050751844E-001
 7.172; 0.167; 0.008497; 1.66657055573979E-001
 7.173; 0.167; 0.008497; 1.66657060414497E-001
 7.174; 0.167; 0.008497; 1.66657065273388E-001
 7.175; 0.167; 0.008497; 1.66657070150641E-001
 7.176; 0.167; 0.008497; 1.66657075046244E-001
 7.177; 0.167; 0.008497; 1.66657079960186E-001
 7.178; 0.167; 0.008497; 1.66657084892456E-001
 7.179; 0.167; 0.008497; 1.66657089843041E-001
 7.180; 0.167; 0.008497; 1.66657094811930E-001
 7.181; 0.167; 0.008497; 1.66657099799113E-001
 7.182; 0.167; 0.008497; 1.66657104804576E-001
 7.183; 0.167; 0.008497; 1.66657109828310E-001
 7.184; 0.167; 0.008497; 1.66657114870301E-001
 7.185; 0.167; 0.008497; 1.66657119930539E-001
 7.186; 0.167; 0.008497; 1.66657125009011E-001
 7.187; 0.167; 0.008497; 1.66657130105706E-001
 7.188; 0.167; 0.008497; 1.66657135220612E-001
 7.189; 0.167; 0.008497; 1.66657140353717E-001
 7.190; 0.167; 0.008497; 1.66657145505010E-001
 7.191; 0.167; 0.008497; 1.66657150674478E-001
 7.192; 0.167; 0.008497; 1.66657155862110E-001
 7.193; 0.167; 0.008497; 1.66657161067894E-001
 7.194; 0.167; 0.008497; 1.66657166291817E-001
 7.195; 0.167; 0.008497; 1.66657171533867E-001
 7.196; 0.167; 0.008497; 1.66657176794034E-001
 7.197; 0.167; 0.008497; 1.66657182072303E-001
 7.198; 0.167; 0.008497; 1.66657187368664E-001
 7.199; 0.167; 0.008497; 1.66657192683104E-001
 7.200; 0.167; 0.008497; 1.66657198015611E-001
 7.201; 0.167; 0.008497; 1.66657203366173E-001
 7.202; 0.167; 0.008497; 1.66657208734777E-001
 7.203; 0.167; 0.008497; 1.66657214121411E-001
 7.204; 0.167; 0.008497; 1.66657219526063E-001
 7.205; 0.167; 0.008497; 1.66657224948721E-001
 7.206; 0.167; 0.008497; 1.66657230389372E-001
 7.207; 0.167; 0.008497; 1.66657235848003E-001
 7.208; 0.167; 0.008497; 1.66657241324602E-001
 7.209; 0.167; 0.008497; 1.66657246819157E-001
 7.210; 0.167; 0.008497; 1.66657252331655E-001
 7.211; 0.167; 0.008497; 1.66657257862083E-001
 7.212; 0.167; 0.008497; 1.66657263410429E-001
 7.213; 0.167; 0.008497; 1.66657268976681E-001
 7.214; 0.167; 0.008497; 1.66657274560825E-001
 7.215; 0.167; 0.008497; 1.66657280162849E-001
 7.216; 0.167; 0.008497; 1.66657285782740E-001
 7.217; 0.167; 0.008497; 1.66657291420485E-001
 7.218; 0.167; 0.008497; 1.66657297076072E-001
 7.219; 0.167; 0.008497; 1.66657302749488E-001
 7.220; 0.167; 0.008497; 1.66657308440719E-001
 7.221; 0.167; 0.008497; 1.66657314149753E-001
 7.222; 0.167; 0.008497; 1.66657319876578E-001
 7.223; 0.167; 0.008497; 1.66657325621179E-001
 7.224; 0.167; 0.008497; 1.66657331383544E-001
 7.225; 0.167; 0.008497; 1.66657337163660E-001
 7.226; 0.167; 0.008497; 1.66657342961514E-001
 7.227; 0.167; 0.008497; 1.66657348777092E-001
 7.228; 0.167; 0.008497; 1.66657354610382E-001
 7.229; 0.167; 0.008497; 1.66657360461370E-001
 7.230; 0.167; 0.008497; 1.66657366330044E-001
 7.231; 0.167; 0.008497; 1.66657372216389E-001
 7.232; 0.167; 0.008497; 1.66657378120394E-001
 7.233; 0.167; 0.008497; 1.66657384042043E-001
 7.234; 0.167; 0.008497; 1.66657389981324E-001
 7.235; 0.167; 0.008497; 1.66657395938224E-001
 7.236; 0.167; 0.008497; 1.66657401912729E-001
 7.237; 0.167; 0.008497; 1.66657407904826E-001
 7.238; 0.167; 0.008497; 1.66657413914501E-001
 7.239; 0.167; 0.008497; 1.66657419941741E-001
 7.240; 0.167; 0.008497; 1.66657425986532E-001
 7.241; 0.167; 0.008497; 1.66657432048861E-001
 7.242; 0.167; 0.008497; 1.66657438128713E-001
 7.243; 0.167; 0.008497; 1.66657444226076E-001
 7.244; 0.167; 0.008497; 1.66657450340936E-001
 7.245; 0.167; 0.008497; 1.66657456473278E-001
 7.246; 0.167; 0.008497; 1.66657462623090E-001
 7.247; 0.167; 0.008497; 1.66657468790357E-001
 7.248; 0.167; 0.008497; 1.66657474975066E-001
 7.249; 0.167; 0.008497; 1.66657481177202E-001
 7.250; 0.167; 0.008497; 1.66657487396753E-001
 7.251; 0.167; 0.008497; 1.66657493633703E-001
 7.252; 0.167; 0.008497; 1.66657499888039E-001
 7.253; 0.167; 0.008497; 1.66657506159748E-001
 7.254; 0.167; 0.008497; 1.66657512448814E-001
 7.255; 0.167; 0.008497; 1.66657518755225E-001
 7.256; 0.167; 0.008497; 1.66657525078965E-001
 7.257; 0.167; 0.008498; 1.66657531420021E-001
 7.258; 0.167; 0.008498; 1.66657537778379E-001
 7.259; 0.167; 0.008498; 1.66657544154025E-001
 7.260; 0.167; 0.008498; 1.66657550546943E-001
 7.261; 0.167; 0.008498; 1.66657556957121E-001
 7.262; 0.167; 0.008498; 1.66657563384544E-001
 7.263; 0.167; 0.008498; 1.66657569829197E-001
 7.264; 0.167; 0.008498; 1.66657576291066E-001
 7.265; 0.167; 0.008498; 1.66657582770138E-001
 7.266; 0.167; 0.008498; 1.66657589266396E-001
 7.267; 0.167; 0.008498; 1.66657595779828E-001
 7.268; 0.167; 0.008498; 1.66657602310418E-001
 7.269; 0.167; 0.008498; 1.66657608858152E-001
 7.270; 0.167; 0.008498; 1.66657615423015E-001
 7.271; 0.167; 0.008498; 1.66657622004994E-001
 7.272; 0.167; 0.008498; 1.66657628604073E-001
 7.273; 0.167; 0.008498; 1.66657635220237E-001
 7.274; 0.167; 0.008498; 1.66657641853473E-001
 7.275; 0.167; 0.008498; 1.66657648503765E-001
 7.276; 0.167; 0.008498; 1.66657655171099E-001
 7.277; 0.167; 0.008498; 1.66657661855459E-001
 7.278; 0.167; 0.008498; 1.66657668556832E-001
 7.279; 0.167; 0.008498; 1.66657675275202E-001
 7.280; 0.167; 0.008498; 1.66657682010554E-001
 7.281; 0.167; 0.008498; 1.66657688762874E-001
 7.282; 0.167; 0.008498; 1.66657695532147E-001
 7.283; 0.167; 0.008498; 1.66657702318357E-001
 7.284; 0.167; 0.008498; 1.66657709121490E-001
 7.285; 0.167; 0.008498; 1.66657715941531E-001
 7.286; 0.167; 0.008498; 1.66657722778465E-001
 7.287; 0.167; 0.008498; 1.66657729632276E-001
 7.288; 0.167; 0.008498; 1.66657736502950E-001
 7.289; 0.167; 0.008498; 1.66657743390471E-001
 7.290; 0.167; 0.008498; 1.66657750294824E-001
 7.291; 0.167; 0.008498; 1.66657757215994E-001
 7.292; 0.167; 0.008498; 1.66657764153967E-001
 7.293; 0.167; 0.008498; 1.66657771108725E-001
 7.294; 0.167; 0.008498; 1.66657778080255E-001
 7.295; 0.167; 0.008498; 1.66657785068541E-001
 7.296; 0.167; 0.008498; 1.66657792073568E-001
 7.297; 0.167; 0.008498; 1.66657799095320E-001
 7.298; 0.167; 0.008498; 1.66657806133781E-001
 7.299; 0.167; 0.008498; 1.66657813188937E-001
 7.300; 0.167; 0.008498; 1.66657820260771E-001
 7.301; 0.167; 0.008498; 1.66657827349269E-001
 7.302; 0.167; 0.008498; 1.66657834454415E-001
 7.303; 0.167; 0.008498; 1.66657841576193E-001
 7.304; 0.167; 0.008498; 1.66657848714588E-001
 7.305; 0.167; 0.008498; 1.66657855869583E-001
 7.306; 0.167; 0.008498; 1.66657863041164E-001
 7.307; 0.167; 0.008498; 1.66657870229315E-001
 7.308; 0.167; 0.008498; 1.66657877434019E-001
 7.309; 0.167; 0.008498; 1.66657884655262E-001
 7.310; 0.167; 0.008498; 1.66657891893027E-001
 7.311; 0.167; 0.008498; 1.66657899147298E-001
 7.312; 0.167; 0.008498; 1.66657906418061E-001
 7.313; 0.167; 0.008498; 1.66657913705298E-001
 7.314; 0.167; 0.008498; 1.66657921008993E-001
 7.315; 0.167; 0.008498; 1.66657928329132E-001
 7.316; 0.167; 0.008498; 1.66657935665698E-001
 7.317; 0.167; 0.008498; 1.66657943018675E-001
 7.318; 0.167; 0.008498; 1.66657950388046E-001
 7.319; 0.167; 0.008498; 1.66657957773797E-001
 7.320; 0.167; 0.008498; 1.66657965175910E-001
 7.321; 0.167; 0.008498; 1.66657972594370E-001
 7.322; 0.167; 0.008498; 1.66657980029160E-001
 7.323; 0.167; 0.008498; 1.66657987480265E-001
 7.324; 0.167; 0.008498; 1.66657994947668E-001
